honest_model sybil_model model n_H m_H n_S m_S n m type algorithm attack attack_edges_bi attack_edges_to_sybil attack_edges_to_honest attack_edges_total attack_edges_per_sybil train_fraction_honest train_fraction_sybil n_H_train n_H_test n_S_train n_S_test AUC accuracy F1
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 20906 undirected SybilBelief RandomAttack 9000 0 0 9000 9.0 0.05 0.05 50 950 50 950 0.5032397 0.5 0.5333333333333333
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 20906 undirected SybilSCAR RandomAttack 9000 0 0 9000 9.0 0.05 0.05 50 950 50 950 0.621833 0.5066315789473684 0.22774732503780926
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 43812 directed SybilGAT-L2 RandomAttack 10000 0 0 10000 10.0 0.05 0.05 50 950 50 950 0.7068587999999999 0.5029473684210526 0.013289922707340552
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 43812 directed SybilGAT-L4 RandomAttack 10000 0 0 10000 10.0 0.05 0.05 50 950 50 950 0.7017430000000001 0.5700000000000001 0.33804148642607956
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 21906 undirected SybilRank RandomAttack 10000 0 0 10000 10.0 0.05 0.05 50 950 50 950 0.4100028 0.5 0.0
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 21906 undirected SybilBelief RandomAttack 10000 0 0 10000 10.0 0.05 0.05 50 950 50 950 0.5026071 0.5 0.5333333333333333
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 21906 undirected SybilSCAR RandomAttack 10000 0 0 10000 10.0 0.05 0.05 50 950 50 950 0.5947929999999999 0.500421052631579 0.22291456893692482
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 45812 directed SybilGAT-L2 RandomAttack 11000 0 0 11000 11.0 0.05 0.05 50 950 50 950 0.7091418999999999 0.5030526315789474 0.01367518325790471
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 45812 directed SybilGAT-L4 RandomAttack 11000 0 0 11000 11.0 0.05 0.05 50 950 50 950 0.7210769 0.5602105263157895 0.3037601167150037
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 22906 undirected SybilRank RandomAttack 11000 0 0 11000 11.0 0.05 0.05 50 950 50 950 0.31725149999999996 0.5 0.0
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 22906 undirected SybilBelief RandomAttack 11000 0 0 11000 11.0 0.05 0.05 50 950 50 950 0.5018803 0.5 0.5333333333333333
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 22906 undirected SybilSCAR RandomAttack 11000 0 0 11000 11.0 0.05 0.05 50 950 50 950 0.5720514 0.49315789473684213 0.2114448248289702
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 47812 directed SybilGAT-L2 RandomAttack 12000 0 0 12000 12.0 0.05 0.05 50 950 50 950 0.7140493000000001 0.5015789473684211 0.008315109098278897
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 47812 directed SybilGAT-L4 RandomAttack 12000 0 0 12000 12.0 0.05 0.05 50 950 50 950 0.7240381 0.5476842105263158 0.2129856715321404
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 23906 undirected SybilRank RandomAttack 12000 0 0 12000 12.0 0.05 0.05 50 950 50 950 0.2255112 0.5 0.0
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 23906 undirected SybilBelief RandomAttack 12000 0 0 12000 12.0 0.05 0.05 50 950 50 950 0.5021079 0.5 0.5333333333333333
"PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" "PowerLaw(m=6, p=0.8)" 1000 5956 1000 5950 2000 23906 undirected SybilSCAR RandomAttack 12000 0 0 12000 12.0 0.05 0.05 50 950 50 950 0.5517396000000001 0.48989473684210527 0.19867640644769122
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 25856 directed SybilGAT-L2 RandomAttack 1000 0 0 1000 1.0 0.05 0.05 50 950 50 950 0.9794034999999999 0.524 0.08992202661730875
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 25856 directed SybilGAT-L4 RandomAttack 1000 0 0 1000 1.0 0.05 0.05 50 950 50 950 0.9976644 0.8386315789473684 0.792273153446859
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 12928 undirected SybilRank RandomAttack 1000 0 0 1000 1.0 0.05 0.05 50 950 50 950 1.0 0.5 0.0
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 12928 undirected SybilBelief RandomAttack 1000 0 0 1000 1.0 0.05 0.05 50 950 50 950 1.0 0.00010526315789473683 0.0
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 12928 undirected SybilSCAR RandomAttack 1000 0 0 1000 1.0 0.05 0.05 50 950 50 950 0.9998106 0.9827368421052632 0.9823052582504138
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 27856 directed SybilGAT-L2 RandomAttack 2000 0 0 2000 2.0 0.05 0.05 50 950 50 950 0.9507733 0.5150526315789474 0.062123857006555996
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 27856 directed SybilGAT-L4 RandomAttack 2000 0 0 2000 2.0 0.05 0.05 50 950 50 950 0.9968298000000001 0.7501052631578947 0.6330698194345403
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 13928 undirected SybilRank RandomAttack 2000 0 0 2000 2.0 0.05 0.05 50 950 50 950 0.9999815999999999 0.5 0.0
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 13928 undirected SybilBelief RandomAttack 2000 0 0 2000 2.0 0.05 0.05 50 950 50 950 0.9999745999999998 0.0014736842105263156 0.0012627154972115404
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 13928 undirected SybilSCAR RandomAttack 2000 0 0 2000 2.0 0.05 0.05 50 950 50 950 0.9890640000000002 0.8413684210526317 0.7983630174111344
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 29856 directed SybilGAT-L2 RandomAttack 3000 0 0 3000 3.0 0.05 0.05 50 950 50 950 0.9179131 0.508842105263158 0.03556072275736445
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 29856 directed SybilGAT-L4 RandomAttack 3000 0 0 3000 3.0 0.05 0.05 50 950 50 950 0.9879135 0.7033684210526316 0.5498939925892844
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 14928 undirected SybilRank RandomAttack 3000 0 0 3000 3.0 0.05 0.05 50 950 50 950 0.998864 0.5 0.0
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 14928 undirected SybilBelief RandomAttack 3000 0 0 3000 3.0 0.05 0.05 50 950 50 950 0.8976798 0.11336842105263159 0.14700753363631844
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 14928 undirected SybilSCAR RandomAttack 3000 0 0 3000 3.0 0.05 0.05 50 950 50 950 0.9414277999999999 0.718421052631579 0.588588245923451
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 31856 directed SybilGAT-L2 RandomAttack 4000 0 0 4000 4.0 0.05 0.05 50 950 50 950 0.8693962 0.507157894736842 0.0321754130154227
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 31856 directed SybilGAT-L4 RandomAttack 4000 0 0 4000 4.0 0.05 0.05 50 950 50 950 0.9499434000000001 0.7873684210526315 0.7409707926866942
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 15928 undirected SybilRank RandomAttack 4000 0 0 4000 4.0 0.05 0.05 50 950 50 950 0.9885742000000001 0.5 0.0
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 15928 undirected SybilBelief RandomAttack 4000 0 0 4000 4.0 0.05 0.05 50 950 50 950 0.5053443 0.5 0.4
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 15928 undirected SybilSCAR RandomAttack 4000 0 0 4000 4.0 0.05 0.05 50 950 50 950 0.8770811999999999 0.6528421052631579 0.4621888217908655
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 33856 directed SybilGAT-L2 RandomAttack 5000 0 0 5000 5.0 0.05 0.05 50 950 50 950 0.8237268 0.5136842105263157 0.05922990281361855
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 33856 directed SybilGAT-L4 RandomAttack 5000 0 0 5000 5.0 0.05 0.05 50 950 50 950 0.8994733 0.7135789473684211 0.6118661733285109
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 16928 undirected SybilRank RandomAttack 5000 0 0 5000 5.0 0.05 0.05 50 950 50 950 0.9515278 0.5 0.0
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 16928 undirected SybilBelief RandomAttack 5000 0 0 5000 5.0 0.05 0.05 50 950 50 950 0.5057553 0.5 0.5333333333333333
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 16928 undirected SybilSCAR RandomAttack 5000 0 0 5000 5.0 0.05 0.05 50 950 50 950 0.8135133999999999 0.6161052631578946 0.39823919200911895
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 35856 directed SybilGAT-L2 RandomAttack 6000 0 0 6000 6.0 0.05 0.05 50 950 50 950 0.7825914999999999 0.5065263157894737 0.03532481313572845
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 35856 directed SybilGAT-L4 RandomAttack 6000 0 0 6000 6.0 0.05 0.05 50 950 50 950 0.8709821 0.7266315789473684 0.6589468810681517
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 17928 undirected SybilRank RandomAttack 6000 0 0 6000 6.0 0.05 0.05 50 950 50 950 0.8746062 0.5 0.0
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 17928 undirected SybilBelief RandomAttack 6000 0 0 6000 6.0 0.05 0.05 50 950 50 950 0.5048177 0.5 0.4
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 17928 undirected SybilSCAR RandomAttack 6000 0 0 6000 6.0 0.05 0.05 50 950 50 950 0.7571786 0.5823157894736842 0.3377678748632832
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 37856 directed SybilGAT-L2 RandomAttack 7000 0 0 7000 7.0 0.05 0.05 50 950 50 950 0.7471027 0.5049473684210526 0.029862516962145192
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 37856 directed SybilGAT-L4 RandomAttack 7000 0 0 7000 7.0 0.05 0.05 50 950 50 950 0.8276733999999999 0.6449473684210526 0.47719337477626284
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 18928 undirected SybilRank RandomAttack 7000 0 0 7000 7.0 0.05 0.05 50 950 50 950 0.770473 0.5 0.0
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 18928 undirected SybilBelief RandomAttack 7000 0 0 7000 7.0 0.05 0.05 50 950 50 950 0.5034044999999999 0.5 0.5333333333333333
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 18928 undirected SybilSCAR RandomAttack 7000 0 0 7000 7.0 0.05 0.05 50 950 50 950 0.7121494000000002 0.5623157894736842 0.3054300451751741
BarabasiAlbert(m=6) BarabasiAlbert(m=6) BarabasiAlbert(m=6) 1000 5964 1000 5964 2000 39856 directed SybilGAT-L2 RandomAttack 8000 0 0 8000 8.0 0.05 0.05 50 950 50 950 0.7238954000000001 0.5010526315789473 0.008673376612362596
