,honest_size,sybil_size,algorithm,seed,AUC,accuracy,precision,recall,F1,runtime,pretrain_runtime
193,2000,1000,SybilGCN-L2,46,0.67700425,0.6729824561403509,0.618421052631579,0.049473684210526316,0.09161793372319688,10713,
194,2000,1000,SybilGCN-L4,46,0.487937,0.49719298245614035,0.27823691460055094,0.31894736842105265,0.297204512015694,18510,
195,2000,1000,SybilGCN-L8,46,0.2208255,0.32105263157894737,0.29922543823889114,0.7726315789473684,0.43138407287687336,35708,
196,2000,1000,SybilRGCN-L2,46,0.7528155,0.6670175438596492,1.0,0.0010526315789473684,0.002103049421661409,13181,
197,2000,1000,SybilGAT-L2,46,0.754029,0.6673684210526316,1.0,0.002105263157894737,0.004201680672268907,7752,
198,2000,1000,SybilGAT-L4,46,0.7012527499999999,0.6529824561403509,0.47161572052401746,0.3410526315789474,0.39584605986560784,1520,
199,2000,1000,SybilGAT-L8,46,0.62769825,0.5624561403508772,0.404746632456703,0.6642105263157895,0.502989238740534,2307,
200,4000,1000,SybilRank,42,0.44309299999999996,0.452,0.1580471659081506,0.40210526315789474,0.2269082269082269,310,
201,4000,1000,SybilBelief,42,0.074316,0.8,inf,0.0,0.0,163,
202,4000,1000,SybilSCAR,42,0.6067345000000001,0.8,inf,0.0,0.0,145,
203,4000,1000,SybilGCN-L2,42,0.518019875,0.7981052631578948,0.23529411764705882,0.004210526315789474,0.008273009307135471,15572,
204,4000,1000,SybilGCN-L4,42,0.0997755,0.47157894736842104,0.002551020408163265,0.004210526315789474,0.003177124702144559,34912,
205,4000,1000,SybilGCN-L8,42,0.06679700000000001,0.188,0.16913271113134531,0.7821052631578947,0.27812090585813215,53873,
206,4000,1000,SybilRGCN-L2,42,0.6944907499999999,0.7962105263157895,0.125,0.003157894736842105,0.006160164271047228,16059,
207,4000,1000,SybilGAT-L2,42,0.7148307500000001,0.7997894736842105,0.0,0.0,0.0,3692,
208,4000,1000,SybilGAT-L4,42,0.6437925,0.712421052631579,0.14013840830449828,0.08526315789473685,0.10602094240837696,65863,
209,4000,1000,SybilGAT-L8,42,0.5746105,0.5711578947368421,0.20732364028002154,0.4052631578947368,0.2743142144638404,116016,
210,4000,1000,SybilRank,43,0.485535,0.4926315789473684,0.1978476821192053,0.5031578947368421,0.28401663695781343,302,
211,4000,1000,SybilBelief,43,0.07345475,0.8,inf,0.0,0.0,159,
212,4000,1000,SybilSCAR,43,0.54709025,0.8,inf,0.0,0.0,112,
213,4000,1000,SybilGCN-L2,43,0.53376475,0.7991578947368421,0.3333333333333333,0.004210526315789474,0.008316008316008316,21747,
214,4000,1000,SybilGCN-L4,43,0.103563,0.2671578947368421,0.007779074290159471,0.021052631578947368,0.01136040897472309,24696,
215,4000,1000,SybilGCN-L8,43,0.0656575,0.8,inf,0.0,0.0,46134,
216,4000,1000,SybilRGCN-L2,43,0.7403175,0.7991578947368421,0.16666666666666666,0.0010526315789473684,0.0020920502092050207,16952,
217,4000,1000,SybilGAT-L2,43,0.735420375,0.8,inf,0.0,0.0,9437,
218,4000,1000,SybilGAT-L4,43,0.39552812500000006,0.2654736842105263,0.18877175778377053,0.8105263157894737,0.30622390137204214,138207,
219,4000,1000,SybilGAT-L8,43,0.59788075,0.5456842105263158,0.2528641571194763,0.6505263157894737,0.3641720683559222,156849,
220,4000,1000,SybilRank,44,0.4232935,0.4431578947368421,0.1496486151302191,0.38105263157894737,0.21490056396556842,406,
221,4000,1000,SybilBelief,44,0.077184125,0.8,inf,0.0,0.0,176,
222,4000,1000,SybilSCAR,44,0.545689,0.8,inf,0.0,0.0,139,
223,4000,1000,SybilGCN-L2,44,0.527519125,0.3701052631578947,0.19631171921475313,0.6947368421052632,0.30612244897959184,14133,
224,4000,1000,SybilGCN-L4,44,0.10790725000000001,0.15136842105263157,0.10162916989914662,0.41368421052631577,0.1631720988166909,25748,
