,honest_size,sybil_size,algorithm,seed,AUC,accuracy,precision,recall,F1,runtime,pretrain_runtime
225,4000,1000,SybilGCN-L8,44,0.0677615,0.8,inf,0.0,0.0,44742,
226,4000,1000,SybilRGCN-L2,44,0.7386794999999999,0.8,inf,0.0,0.0,15101,
227,4000,1000,SybilGAT-L2,44,0.748840625,0.8,inf,0.0,0.0,37168,
228,4000,1000,SybilGAT-L4,44,0.6523123749999999,0.6915789473684211,0.21734357848518113,0.20842105263157895,0.21278882321332618,171109,
229,4000,1000,SybilGAT-L8,44,0.563699125,0.5387368421052632,0.2125984251968504,0.4831578947368421,0.295271791572853,232795,
230,4000,1000,SybilRank,45,0.46079424999999996,0.4686315789473684,0.1726289517470882,0.4368421052631579,0.24746571258199165,293,
231,4000,1000,SybilBelief,45,0.0731175,0.8,inf,0.0,0.0,148,
232,4000,1000,SybilSCAR,45,0.5936902499999999,0.8,inf,0.0,0.0,105,
233,4000,1000,SybilGCN-L2,45,0.5358088750000001,0.8,inf,0.0,0.0,19778,
234,4000,1000,SybilGCN-L4,45,0.098332875,0.8,inf,0.0,0.0,31602,
235,4000,1000,SybilGCN-L8,45,0.06580749999999999,0.8,inf,0.0,0.0,55044,
236,4000,1000,SybilRGCN-L2,45,0.66871525,0.7978947368421052,0.0,0.0,0.0,18442,
237,4000,1000,SybilGAT-L2,45,0.665677375,0.8,inf,0.0,0.0,25229,
238,4000,1000,SybilGAT-L4,45,0.64288375,0.7553684210526316,0.1513157894736842,0.04842105263157895,0.0733652312599681,106144,
239,4000,1000,SybilGAT-L8,45,0.5709372500000001,0.5684210526315789,0.20334412081984898,0.3968421052631579,0.2689015691868759,189503,
240,4000,1000,SybilRank,46,0.45530075000000003,0.45852631578947367,0.16376451077943616,0.41578947368421054,0.23497917906008328,311,
241,4000,1000,SybilBelief,46,0.07219400000000001,0.8,inf,0.0,0.0,166,
242,4000,1000,SybilSCAR,46,0.608216,0.8,inf,0.0,0.0,118,
243,4000,1000,SybilGCN-L2,46,0.52828325,0.7983157894736842,0.0,0.0,0.0,16759,
244,4000,1000,SybilGCN-L4,46,0.087562,0.13052631578947368,0.08786936236391912,0.3568421052631579,0.14101497504159735,35348,
245,4000,1000,SybilGCN-L8,46,0.06446299999999999,0.2008421052631579,0.1837777777777778,0.8705263157894737,0.3034862385321101,52996,
246,4000,1000,SybilRGCN-L2,46,0.72087875,0.7978947368421052,0.0,0.0,0.0,24988,
247,4000,1000,SybilGAT-L2,46,0.6828628750000001,0.8,inf,0.0,0.0,17745,
248,4000,1000,SybilGAT-L4,46,0.422343625,0.7214736842105263,0.05489260143198091,0.024210526315789474,0.03360116873630387,152574,
249,4000,1000,SybilGAT-L8,46,0.55529425,0.4905263157894737,0.23057184750733137,0.6621052631578948,0.3420337139749864,229898,
250,6000,1000,SybilRank,42,0.42322716666666665,0.4455639097744361,0.09666961391099323,0.3452631578947368,0.15104766290582547,411,
251,6000,1000,SybilBelief,42,0.036477249999999996,0.8571428571428571,inf,0.0,0.0,218,
252,6000,1000,SybilSCAR,42,0.535288,0.8571428571428571,inf,0.0,0.0,150,
253,6000,1000,SybilGCN-L2,42,0.40284366666666666,0.8548872180451128,0.0,0.0,0.0,21735,
254,6000,1000,SybilGCN-L4,42,0.04040133333333334,0.13609022556390976,0.12250039363879704,0.8189473684210526,0.21312149020682097,43234,
255,6000,1000,SybilGCN-L8,42,0.03478858333333333,0.1406015037593985,0.12779253241680988,0.8610526315789474,0.22255475445517617,58941,
256,6000,1000,SybilRGCN-L2,42,0.6739868333333334,0.849624060150376,0.0,0.0,0.0,25357,
257,6000,1000,SybilGAT-L2,42,0.70913825,0.8569924812030075,0.0,0.0,0.0,7108,
258,6000,1000,SybilGAT-L4,42,0.3578575,0.3938345864661654,0.09809548656404905,0.3957894736842105,0.1572234998954631,211699,
259,6000,1000,SybilGAT-L8,42,0.5243726666666667,0.41443609022556394,0.1709879302637461,0.8052631578947368,0.28207964601769914,315031,
260,6000,1000,SybilRank,43,0.4174915,0.4535338345864662,0.1031933767001774,0.36736842105263157,0.1611265004616805,441,
261,6000,1000,SybilBelief,43,0.03565783333333333,0.8571428571428571,inf,0.0,0.0,192,
262,6000,1000,SybilSCAR,43,0.520933,0.8571428571428571,inf,0.0,0.0,169,
263,6000,1000,SybilGCN-L2,43,0.41345699999999996,0.8511278195488722,0.045454545454545456,0.002105263157894737,0.004024144869215292,22893,
264,6000,1000,SybilGCN-L4,43,0.040799833333333334,0.8571428571428571,inf,0.0,0.0,36235,
265,6000,1000,SybilGCN-L8,43,0.03383833333333333,0.14977443609022556,0.13737280296022203,0.9378947368421052,0.23964497041420119,79509,
266,6000,1000,SybilRGCN-L2,43,0.7213673333333334,0.856390977443609,0.0,0.0,0.0,20757,
267,6000,1000,SybilGAT-L2,43,0.6306591666666665,0.8571428571428571,inf,0.0,0.0,34805,
268,6000,1000,SybilGAT-L4,43,0.4278801666666667,0.2954887218045113,0.14162348877374784,0.7768421052631579,0.2395714981334199,182741,
269,6000,1000,SybilGAT-L8,43,0.5453219166666667,0.402406015037594,0.1654867256637168,0.7873684210526316,0.27349177330895796,120306,
270,6000,1000,SybilRank,44,0.39244016666666665,0.4365413533834586,0.08734139864266745,0.31157894736842107,0.1364369670430975,442,
271,6000,1000,SybilBelief,44,0.036164083333333326,0.8571428571428571,inf,0.0,0.0,229,
272,6000,1000,SybilSCAR,44,0.5187388333333334,0.8571428571428571,inf,0.0,0.0,168,
273,6000,1000,SybilGCN-L2,44,0.4111686666666667,0.8569924812030075,0.0,0.0,0.0,21958,
274,6000,1000,SybilGCN-L4,44,0.038220833333333336,0.13924812030075187,0.12668126368470442,0.8526315789473684,0.22058823529411764,58910,
275,6000,1000,SybilGCN-L8,44,0.0347155,0.14,0.1272471471002032,0.8568421052631578,0.2215870423302028,122167,
276,6000,1000,SybilRGCN-L2,44,0.7494783333333332,0.8571428571428571,inf,0.0,0.0,21849,
277,6000,1000,SybilGAT-L2,44,0.6208351666666666,0.4956390977443609,0.17212220403709766,0.6642105263157895,0.27339688041594457,73371,
278,6000,1000,SybilGAT-L4,44,0.53941125,0.28962406015037595,0.16542553191489362,0.9821052631578947,0.2831562974203338,123858,
279,6000,1000,SybilGAT-L8,44,0.55526075,0.5410526315789473,0.15152519893899205,0.48105263157894734,0.23045890065557237,209451,
280,6000,1000,SybilRank,45,0.4286428333333333,0.4523308270676692,0.10130331753554503,0.36,0.15811373092926492,419,
281,6000,1000,SybilBelief,45,0.03535191666666667,0.8571428571428571,inf,0.0,0.0,212,
282,6000,1000,SybilSCAR,45,0.5610636666666666,0.8571428571428571,inf,0.0,0.0,150,
283,6000,1000,SybilGCN-L2,45,0.3993405,0.5466165413533834,0.06781079949769778,0.1705263157894737,0.09703504043126684,17558,
284,6000,1000,SybilGCN-L4,45,0.037954916666666665,0.14736842105263157,0.14274901604601878,0.9926315789473684,0.24960296453149813,30631,
285,6000,1000,SybilGCN-L8,45,0.034333999999999996,0.15052631578947367,0.14287885696914424,0.9894736842105263,0.24970115553194316,55768,
286,6000,1000,SybilRGCN-L2,45,0.6520194166666666,0.8527819548872181,0.0,0.0,0.0,18235,
287,6000,1000,SybilGAT-L2,45,0.6393344166666667,0.8571428571428571,inf,0.0,0.0,9263,
288,6000,1000,SybilGAT-L4,45,0.37067175,0.8571428571428571,inf,0.0,0.0,161609,
289,6000,1000,SybilGAT-L8,45,0.4290050833333333,0.6007518796992481,0.07692307692307693,0.1631578947368421,0.1045531197301855,449892,
290,6000,1000,SybilRank,46,0.4428871666666666,0.4577443609022556,0.10872127283441367,0.38842105263157894,0.16988950276243095,416,
291,6000,1000,SybilBelief,46,0.03565475,0.8571428571428571,inf,0.0,0.0,215,
292,6000,1000,SybilSCAR,46,0.5353033333333334,0.8571428571428571,inf,0.0,0.0,148,
293,6000,1000,SybilGCN-L2,46,0.417495,0.8554887218045113,0.0,0.0,0.0,19975,
294,6000,1000,SybilGCN-L4,46,0.03714716666666666,0.1455639097744361,0.1341991341991342,0.9136842105263158,0.23402534375842546,38579,
295,6000,1000,SybilGCN-L8,46,0.03411483333333334,0.8571428571428571,inf,0.0,0.0,63208,
296,6000,1000,SybilRGCN-L2,46,0.7429910833333333,0.8571428571428571,inf,0.0,0.0,21955,
297,6000,1000,SybilGAT-L2,46,0.63379175,0.8571428571428571,inf,0.0,0.0,26419,
298,6000,1000,SybilGAT-L4,46,0.6327213333333332,0.6873684210526316,0.12640635340833886,0.20105263157894737,0.15522145469321413,105155,
299,6000,1000,SybilGAT-L8,46,0.5433525,0.4679699248120301,0.17040244523688233,0.7042105263157895,0.27440525020508616,206981,
