,attack,attack_edges_per_sybil,algorithm,AUC_mean,AUC_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,runtime_mean,runtime_std,pretrain_runtime_mean,pretrain_runtime_std
12,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",4,SybilSCAR,0.9858040000000001,0.005770359503531859,0.8024210526315789,0.13174625153014322,0.9812500747983821,0.024908839608107428,0.6229473684210526,0.2823984336823779,0.717389990606792,0.23296018742822114,78.8,36.52615501253862,,
13,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",4,SybilGCN-L2,0.9816634000000001,0.004214060303318003,0.5222105263157896,0.012100227785681312,1.0,0.0,0.044421052631578944,0.024200455571362616,0.08405219006747625,0.04365083903213482,10815.6,495.44347810825,,
14,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",4,SybilGCN-L4,0.9998752,5.52716925740559e-05,0.8485263157894737,0.09189986119431645,1.0,0.0,0.6970526315789474,0.18379972238863285,0.8075566303103523,0.1291120554051143,18444.2,389.5168289047342,,
15,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",4,SybilGCN-L8,0.9993707000000001,0.0009681928320329332,0.9536842105263158,0.03493880681429531,0.9997858672376874,0.00042826552462527084,0.907578947368421,0.07010052141384594,0.9500069044230555,0.039048818798188605,27272.0,13267.538128831588,,
16,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",4,SybilRGCN-L2,0.9594938,0.024467707611462112,0.5371578947368422,0.05533238771455563,0.9730223123732251,0.04582383105309066,0.07621052631578948,0.11241513881547736,0.12344117497573145,0.16941011559529764,10813.6,222.19234910320384,,
17,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",4,SybilGAT-L2,0.9850676,0.004277585187930227,0.5985263157894736,0.1476521329157511,0.9989417989417989,0.0021164021164021387,0.1978947368421053,0.2969876462916623,0.25159722825082864,0.3154408946314919,2401.6,792.1029226053896,,
18,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",4,SybilGAT-L4,0.9999022,4.178229290023143e-05,0.8396842105263158,0.12363945438831589,0.9997814207650272,0.00043715846994536457,0.6795789473684211,0.24751896874622895,0.7829499863749181,0.17794269001119883,2942.4,190.4359209813107,,
19,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",4,SybilGAT-L8,0.999989,8.461678320529623e-06,0.9472631578947368,0.043738583789502815,1.0,0.0,0.8945263157894736,0.08747716757900559,0.9420006662159676,0.05041307699437745,4120.0,1148.934811031505,,
20,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilRank,0.9993202,0.00016993810637994233,0.9906315789473684,0.0019805144970765068,0.9949026478409234,0.0017021281228641653,0.9863157894736843,0.002400369315998206,0.9905902304147196,0.0019929207712315266,120.2,0.9797958971132711,,
21,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilBelief,0.9987978,0.00018982665776964616,0.9878947368421052,0.001289205127780615,0.9884309888211774,0.0029606380192256482,0.9873684210526316,0.004937279747182573,0.9878844018207736,0.0013278188244626825,239.0,3.22490309931942,,
22,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilSCAR,0.9103906,0.01885741741172422,0.6589473684210526,0.12021356803230725,0.9628640883352,0.03727452155832371,0.3421052631578947,0.27132750497958874,0.43962948627292475,0.2823766140127637,53.2,1.5999999999999999,,
23,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilGCN-L2,0.933745,0.009536172670416536,0.5135789473684211,0.009516860675617434,1.0,0.0,0.027157894736842103,0.01903372135123487,0.05222473320049305,0.035347122173783815,11550.2,147.37218190689856,,
24,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilGCN-L4,0.991106,0.003199960312253887,0.7751578947368423,0.06740081458034602,0.9981321615265587,0.0018954552330935571,0.551578947368421,0.1362529828894046,0.7012296306072177,0.10384701636093498,19561.8,235.99016928677347,,
25,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilGCN-L8,0.9412141999999999,0.07061106116296514,0.8285263157894736,0.16615361847022148,inf,,0.664,0.33532976286261235,0.7215599279124594,0.36199476028581096,5330.0,2771.419419719794,,
26,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilRGCN-L2,0.932644,0.02128968251524671,0.5835789473684211,0.11159106190440574,0.9829163071613459,0.021843992957303437,0.17157894736842105,0.23121790037002662,0.2359798121686399,0.2761059125346738,11887.4,230.26037435911545,,
27,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilGAT-L2,0.942193,0.011409905415909485,0.5252631578947369,0.02075046306595406,1.0,0.0,0.05052631578947368,0.04150092613190812,0.09331500118893443,0.07287943356099577,3347.8,536.8461232047782,,
28,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilGAT-L4,0.9962032000000001,0.0013352688718007624,0.8273684210526315,0.12253192246170248,0.9892810232584818,0.01774950290121948,0.6656842105263158,0.2580958184929498,0.7639482195299739,0.18894556929826287,2558.6,958.2080358669509,,
29,"TargetedAttack(p_t=0.05, pdf=[0.25, 0.25, 0.5])",6,SybilGAT-L8,0.9992785999999999,0.00018288641283595918,0.9565263157894737,0.027703615372531066,0.9986856578623726,0.0012720806836923177,0.9143157894736842,0.05640219637773595,0.953695390634876,0.030540697294201252,5103.2,931.49995169082,,
