,variant,algorithm,AUC_mean,AUC_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,runtime_mean,runtime_std,pretrain_runtime_mean,pretrain_runtime_std
14,BA-PL,SybilGCN_L4_noDropout,0.730009673,0.005145730190638228,0.6343157894736842,0.011074564703838307,0.6883426512200999,0.023170171730409025,0.4986105263157895,0.07642741455322728,0.5733612202043831,0.04655816099487683,546.8,17.61135997020105,16591.8,723.319680362701
15,BA-PL,SybilGCN_L8_noDropout,0.654864883,0.148546650232683,0.6192105263157895,0.060913389309986,inf,,0.48612631578947363,0.2512884682862085,0.5054278258147995,0.2544816689634462,669.8,99.49954773766562,23387.6,11550.630296221934
16,BA-PL,SybilRGCN_L2_noDropout,0.611162344,0.04055382443282507,0.5038105263157895,0.024465263973115818,0.5530793102401679,0.14252277309224495,0.13145263157894738,0.06198094247360956,0.20283647780392083,0.07835576408231731,3028.0,104.75686135046239,11362.2,661.0928527824211
17,BA-PL,SybilGAT_L2,0.739506073,0.006172798547805202,0.5714947368421053,0.059892744393832326,0.8117116801115978,0.11619388823942316,0.25221052631578944,0.2439299658812907,0.30330774296764895,0.2520958027182572,664.0,103.25696102442683,2456.8,335.15691847252685
18,BA-PL,SybilGAT_L4,0.761115769,0.006837749871838235,0.6630526315789473,0.012366786006149023,0.7152311636296869,0.03592589658512402,0.5541052631578947,0.08567890840959862,0.6179158145562684,0.04721503827806892,842.0,94.03829007377793,2414.4,101.94626035318805
19,BA-PL,SybilGAT_L8,0.74547031,0.009078544370054582,0.6650631578947368,0.008463668484205072,0.6608175348716487,0.027463819383426822,0.6908842105263158,0.07060371558026968,0.6720726263709176,0.020922099137229394,1189.2,43.13420916163874,2821.4,1140.62098876007
20,BA-FB,SybilRank,0.39907039075132833,0.02426875816727952,0.37394476289734235,0.03515522599350634,0.3740769597115339,0.03501426761901657,0.3743616466909849,0.034775065129415264,0.3742187255469518,0.0348924705426799,1333.0,11.933147112141038,,
21,BA-FB,SybilBelief,0.7126746825532023,0.03554225222867974,0.6197238144867118,0.015331021956422192,0.6039926275138567,0.02134903392058103,0.7246482542991142,0.17220311276668318,0.647397272542683,0.05868694904351913,2206.6,28.76525682138089,,
22,BA-FB,SybilSCAR,0.6288598028592356,0.010972987234515463,0.5336894215737363,0.006507344368677041,0.5304055737754945,0.011447050795389074,0.6275143303804065,0.136789409165227,0.5667489365526186,0.05554633388264777,924.6,73.91238055968702,,
23,BA-FB,SybilGCN_L2_noDropout,0.8241266615588382,0.004846457003966423,0.6909588327253777,0.012151465374801005,0.8426270781433971,0.07994231922809407,0.49562272016675346,0.12111525786699293,0.6079217765822171,0.06014079302804356,229.6,4.317406628984581,10371.6,976.5171990292849
24,BA-FB,SybilGCN_L4_noDropout,0.7060509254869013,0.023737968489094412,0.6002084418968213,0.020262432710605505,0.6246143924300404,0.058170620349236486,0.5408546117769671,0.08122707525670346,0.5722366377798461,0.030754125696486986,332.8,70.06967960537568,17197.4,1007.8100217798988
25,BA-FB,SybilGCN_L8_noDropout,0.5869221978504825,0.06806539874042586,0.57480458572173,0.04065705817471082,inf,,0.5637832204273059,0.3801112591049848,0.47849987312565717,0.26959925558243397,453.4,181.9896700365161,23905.8,11806.234546204814
26,BA-FB,SybilRGCN_L2_noDropout,0.6398564663017874,0.09197004327005356,0.5480198019801981,0.047769319543460906,0.6180657756522169,0.07989307968498895,0.36560708702449185,0.2201934484958737,0.4118741739523973,0.14336656285614713,3475.6,88.82702291532684,11527.6,732.6291285500462
27,BA-FB,SybilGAT_L2,0.7612432288529252,0.010582448176599406,0.646717040125065,0.009497982736304283,0.6758673001138382,0.04410128947660406,0.5953621677957269,0.1287079133125142,0.6213858882540563,0.04709961672051155,351.6,12.043255373859678,2263.4,336.0812996880368
28,BA-FB,SybilGAT_L4,0.5927597910959872,0.02357907726265554,0.5589890568004169,0.027664404894615014,0.5845704958712997,0.08625407626858309,0.5723293381969776,0.2348630461094008,0.5419333624736073,0.09810965448894597,569.6,6.770524351924302,2672.0,569.6244376780196
29,BA-FB,SybilGAT_L8,0.45312199003513715,0.020988060799828456,0.5853048462741012,0.008533796198946333,0.679575379462439,0.17757674217265754,0.6755601875977072,0.3861433044788203,0.5537418038509588,0.18753119826699294,1106.2,206.26138756442032,3980.8,1409.7716694557314
30,PL-BA,SybilRank,0.801990726,0.00765970261172219,0.7188315789473684,0.006146629371580726,0.7188919747648106,0.006162133651358613,0.7186947368421052,0.006165797897426696,0.7187930638222965,0.006147912621076575,1415.2,14.551975810864997,,
31,PL-BA,SybilBelief,0.5124675759999999,0.0011366011074576444,0.5,0.0,inf,,0.4,0.48989794855663565,0.26666666666666666,0.3265986323710904,1274.6,200.6814391018761,,
32,PL-BA,SybilSCAR,0.687801884,0.012653636438609396,0.6128105263157895,0.03916209089005448,0.6385057490855965,0.030494829292693596,0.5114947368421052,0.15320582212669992,0.5559146540400348,0.10635847539820582,717.2,64.05435192084921,,
33,PL-BA,SybilGCN_L2_noDropout,0.7397902669999998,0.0029266657630733963,0.5285157894736843,0.014069963685679613,0.8565912590323718,0.03501233073331365,0.07063157894736842,0.03662238239064683,0.1276355748079053,0.06381106796061045,498.8,7.138627319029898,9870.6,534.1365368517679
34,PL-BA,SybilGCN_L4_noDropout,0.7835461450000001,0.004685032268271974,0.6575473684210527,0.023071912148625775,0.7726312681753452,0.04403335674534447,0.4616421052631579,0.11705304051424215,0.5650657961558159,0.07788838281663314,540.0,7.615773105863909,17103.2,1013.6781343207517
35,PL-BA,SybilGCN_L8_noDropout,0.733095218,0.19806391166761042,0.6880526315789474,0.09514492226433831,inf,,0.5806947368421052,0.29597078241664554,0.585084569576401,0.29355767190679777,605.8,21.710826792179056,25328.8,12502.896774747844
36,PL-BA,SybilRGCN_L2_noDropout,0.6105152909999999,0.0726458760760094,0.49609473684210526,0.035773841787438594,0.5573863270857525,0.17050243623137548,0.20185263157894737,0.15390879912712419,0.25525824652340645,0.1517614957059319,2960.8,28.94408402420087,11236.0,1106.9525735098139
37,PL-BA,SybilGAT_L2,0.7531523629999999,0.0035291776587366656,0.5347052631578947,0.0502586616892277,0.8627409304479066,0.0728840593221372,0.09997894736842106,0.15393901587777636,0.14108036916466007,0.1955659090017061,606.6,14.813507349712962,2520.8,315.59302907383744
38,PL-BA,SybilGAT_L4,0.812922651,0.005323535670721557,0.6908105263157894,0.018526513156843415,0.8002604927846997,0.025721850539921463,0.5133263157894736,0.07488970578952088,0.6207431531108644,0.049146966162507015,781.0,13.251415018781957,2305.4,832.005432674571
39,PL-BA,SybilGAT_L8,0.7548744010000001,0.2195060069116079,0.7107368421052632,0.105939061561555,0.73907085483916,0.1222053631309967,0.7672842105263158,0.1287935821941623,0.7321049714867478,0.0400668899733646,1151.6,29.910533261712335,3302.6,1902.5089329619452
40,PL-PL,SybilRank,0.641455618,0.01322295596772734,0.5977684210526316,0.011102673681635691,0.5966567395590165,0.011079811352859712,0.603578947368421,0.010602879450016334,0.6000975182748082,0.010838692279228953,1577.2,266.7181283677583,,
41,PL-PL,SybilBelief,0.512951831,0.0019005791719904498,0.5,0.0,inf,,0.4,0.48989794855663565,0.26666666666666666,0.3265986323710904,1219.8,96.9214114631024,,
42,PL-PL,SybilSCAR,0.6646646159999999,0.014589983423003038,0.5768105263157894,0.02116806772978446,0.5906479463268223,0.03480267467998092,0.5552842105263158,0.19559387399841127,0.5491667154848862,0.10051881715183404,828.8,167.24281748404024,,
43,PL-PL,SybilGCN_L2_noDropout,0.72688415,0.0036607301025342095,0.5315473684210527,0.036751853364990636,0.8807286255909407,0.07649697970775529,0.0890736842105263,0.1193976275417727,0.13616529855239243,0.1593376827999447,620.0,216.57700708985706,10612.6,2807.505269808055
44,PL-PL,SybilGCN_L4_noDropout,0.7298865,0.002617527311729576,0.6315473684210527,0.0036659094324272444,0.6913359566556286,0.010543372244008285,0.4769473684210526,0.033505248276200876,0.5634950396514867,0.019050010185653596,616.0,127.63698523547163,16408.8,2096.9902622568375
45,PL-PL,SybilGCN_L8_noDropout,0.639182102,0.13877884000083832,0.6053473684210526,0.05447881084444603,inf,,0.4869894736842105,0.24717916702145082,0.4979879579357025,0.24911381422620185,618.0,21.004761364985796,24661.8,12737.128599492116
46,PL-PL,SybilRGCN_L2_noDropout,0.587671209,0.03574114025499876,0.48965263157894734,0.028570941982401864,0.48012780198952365,0.06995107211977857,0.15846315789473683,0.01945582111012671,0.23666029833253033,0.024812816742414114,2987.0,35.79385422108103,10583.8,426.33855091933685
47,PL-PL,SybilGAT_L2,0.741424819,0.009315155599088198,0.5771052631578947,0.05121133228121117,0.8008943379592667,0.09053432477995929,0.24755789473684214,0.19607758541298148,0.3241312025638613,0.21017178852015517,656.2,71.23875349835932,2580.2,368.22949365850644
48,PL-PL,SybilGAT_L4,0.7556515319999999,0.0059819248925581,0.6599473684210527,0.0063742904661906056,0.6712250289443891,0.044232449218183985,0.6558947368421052,0.11576434177018742,0.6532320983650175,0.048310021807552915,812.2,38.87106893307669,3232.2,838.044247041885
49,PL-PL,SybilGAT_L8,0.7425566079999999,0.005844343530309977,0.6586210526315789,0.007452334219461679,0.6882832069362789,0.01287728637194786,0.5829263157894736,0.0540952437988965,0.6293674831574202,0.025677312766446952,1199.0,64.64673232267815,2840.6,1213.0615153404215
50,PL-FB,SybilRank,0.413883195418083,0.04519446325108611,0.3858780614903596,0.04328636768799805,0.3861890934913518,0.043067309896550714,0.38697238144867113,0.042572503365079346,0.38657981310975287,0.042818824096196424,1316.4,9.810198774744578,,
51,PL-FB,SybilBelief,0.7301155526143008,0.004762824015038459,0.6140437727983323,0.013185494660357143,0.6123958390820674,0.028702857796497228,0.6426784783741532,0.10129579210750254,0.6211254442973806,0.03935412858667099,2148.4,13.154466921924278,,
52,PL-FB,SybilSCAR,0.6458249571015356,0.013403682444474796,0.550078165711308,0.017410787120124557,0.563879346266994,0.041939118421122225,0.5304325169359041,0.18138101372603746,0.5241947676934128,0.09460250002001185,882.6,35.84745458188071,,
53,PL-FB,SybilGCN_L2_noDropout,0.825647130377311,0.014188859603281784,0.6761594580510683,0.023049594345844932,0.882144592112807,0.06578923048370522,0.4192287649817613,0.10090611728991876,0.5570987145524008,0.06778917492845407,228.6,5.4626001134990645,9108.8,404.0833577369897
54,PL-FB,SybilGCN_L4_noDropout,0.7161523928525301,0.013829920490844033,0.5929390307451797,0.021460976157398254,0.6093652243823964,0.03770607386344592,0.5463262115685253,0.106692858649525,0.5683504627428645,0.04584425022616958,262.2,6.241794613730893,15165.8,519.9666912408909
55,PL-FB,SybilGCN_L8_noDropout,0.5635223750899637,0.07337308059362659,0.5798593017196456,0.047565118093354466,0.6592621449049959,0.1541912836596688,0.48957790515893695,0.2932459234156086,0.49368316956798475,0.15336558589446597,343.8,3.370459909270543,22215.8,10969.063066643384
56,PL-FB,SybilRGCN_L2_noDropout,0.6208326700287449,0.10481920080332625,0.5603178738926524,0.07123270239172569,0.6146706880344837,0.10811499519281831,0.45169359041167284,0.1820094066092872,0.4889304183858664,0.1109606258138598,3340.0,25.019992006393608,10146.2,264.5111717867508
57,PL-FB,SybilGAT_L2,0.7665784841911197,0.01826183350636867,0.6448671182907765,0.01685050823815008,0.7146511284238181,0.09632313104790836,0.539864512767066,0.12582019771216477,0.5955022943158338,0.053141736767965145,332.0,6.418722614352485,2287.8,381.0209443062153
58,PL-FB,SybilGAT_L4,0.6122315409407938,0.007384869790401092,0.5623501823866597,0.026785822889391304,0.5583412378398454,0.024905239937956083,0.6236581552892131,0.22334749855448732,0.5669645578222235,0.10850555633560714,561.8,37.62127057928799,1800.8,447.25983499527433
59,PL-FB,SybilGAT_L8,0.4845621616571922,0.033475615903276926,0.5856956748306409,0.009970478296680636,0.7766167570709372,0.19080280717462517,0.46102136529442417,0.33246444154375127,0.46162752522496414,0.17148818779251387,1004.0,57.511737932356034,3693.4,1423.8941814615298
