,variant,algorithm,seed,AUC,accuracy,precision,recall,F1,runtime,pretrain_runtime
22,BA,SybilSCAR,44,0.7296640000000001,0.5589473684210526,0.85,0.1431578947368421,0.24504504504504504,58,
23,BA,SybilGCN_L2_noDropout,44,0.80348,0.5142105263157895,1.0,0.028421052631578948,0.05527123848515865,57,13632.0
24,BA,SybilGCN_L4_noDropout,44,0.925287,0.6131578947368421,1.0,0.22631578947368422,0.36909871244635195,59,100069.0
25,BA,SybilGCN_L8_noDropout,44,0.5746965,0.5442105263157895,0.8620689655172413,0.10526315789473684,0.18761726078799248,77,567.0
26,BA,SybilRGCN_L2_noDropout,44,0.7262829999999999,0.6105263157894737,0.6650943396226415,0.44526315789473686,0.5334174022698613,443,13885.0
27,BA,SybilGAT_L2,44,0.839949,0.5031578947368421,1.0,0.00631578947368421,0.012552301255230125,75,3271.0
28,BA,SybilGAT_L4,44,0.953978,0.6594736842105263,1.0,0.31894736842105265,0.4836392657621708,142,4265.0
29,BA,SybilGAT_L8,44,0.9829185,0.9126315789473685,0.9792176039119804,0.8431578947368421,0.9061085972850679,187,5193.0
30,BA,SybilRank,45,0.8929019999999999,0.8063157894736842,0.8135775862068966,0.7947368421052632,0.8040468583599574,131,
31,BA,SybilBelief,45,0.50451,0.5,inf,0.0,0.0,96,
32,BA,SybilSCAR,45,0.6839950000000001,0.5305263157894737,0.7685185185185185,0.08736842105263158,0.15689981096408318,58,
33,BA,SybilGCN_L2_noDropout,45,0.8017645,0.5021052631578947,1.0,0.004210526315789474,0.008385744234800839,73,12259.0
34,BA,SybilGCN_L4_noDropout,45,0.919292,0.7663157894736842,0.9133986928104575,0.588421052631579,0.7157490396927016,69,20975.0
35,BA,SybilGCN_L8_noDropout,45,0.557231,0.5263157894736842,0.5188536953242836,0.7242105263157895,0.6045694200351494,77,38721.0
36,BA,SybilRGCN_L2_noDropout,45,0.6223029999999999,0.5442105263157895,0.6320754716981132,0.21157894736842106,0.31703470031545744,438,13838.0
37,BA,SybilGAT_L2,45,0.8316979999999999,0.5010526315789474,1.0,0.002105263157894737,0.004201680672268907,68,3850.0
38,BA,SybilGAT_L4,45,0.9480645,0.7321052631578947,0.9783080260303688,0.4747368421052632,0.6392629340892984,97,249941.0
39,BA,SybilGAT_L8,45,0.9845545,0.8778947368421053,0.989100817438692,0.7642105263157895,0.8622327790973872,164,4694.0
40,BA,SybilRank,46,0.981254,0.9347368421052632,0.9412393162393162,0.9273684210526316,0.9342523860021209,137,
41,BA,SybilBelief,46,0.4993660000000001,0.5,inf,0.0,0.0,80,
42,BA,SybilSCAR,46,0.7483430000000001,0.5,inf,0.0,0.0,162,
43,BA,SybilGCN_L2_noDropout,46,0.8354379999999999,0.5010526315789474,1.0,0.002105263157894737,0.004201680672268907,55,11657.0
44,BA,SybilGCN_L4_noDropout,46,0.8963399999999999,0.7789473684210526,0.8690807799442897,0.6568421052631579,0.7482014388489209,74,20186.0
45,BA,SybilGCN_L8_noDropout,46,0.49870499999999995,0.48473684210526313,0.4892830746489283,0.6968421052631579,0.5749023013460703,72,36300.0
46,BA,SybilRGCN_L2_noDropout,46,0.7324944999999999,0.5,inf,0.0,0.0,438,13153.0
47,BA,SybilGAT_L2,46,0.855059,0.5026315789473684,0.8571428571428571,0.00631578947368421,0.012539184952978056,79,4404.0
48,BA,SybilGAT_L4,46,0.963347,0.6452631578947369,1.0,0.2905263157894737,0.45024469820554647,114,2463.0
49,BA,SybilGAT_L8,46,0.9843594999999999,0.7984210526315789,1.0,0.5968421052631578,0.7475280158206987,179,6834.0
50,PL,SybilRank,42,0.830627,0.75,0.7518557794273595,0.7463157894736843,0.7490755414685684,140,
51,PL,SybilBelief,42,0.5024875,0.5,inf,0.0,0.0,95,
52,PL,SybilSCAR,42,0.7139519999999999,0.501578947368421,1.0,0.003157894736842105,0.0062959076600209865,158,
53,PL,SybilGCN_L2_noDropout,42,0.8268509999999999,0.5252631578947369,0.98,0.05157894736842105,0.098,55,11916.0
54,PL,SybilGCN_L4_noDropout,42,0.8971020000000001,0.7984210526315789,0.8174692049272116,0.7684210526315789,0.7921866521975041,61,285231.0
55,PL,SybilGCN_L8_noDropout,42,0.5050045,0.48526315789473684,0.48565573770491804,0.49894736842105264,0.49221183800623053,76,35322.0
56,PL,SybilRGCN_L2_noDropout,42,0.5447565,0.4710526315789474,0.46433203631647213,0.37684210526315787,0.4160371876815805,441,12677.0
57,PL,SybilGAT_L2,42,0.8282040000000002,0.5857894736842105,0.9358288770053476,0.18421052631578946,0.30782761653474056,74,2788.0
58,PL,SybilGAT_L4,42,0.9263069999999999,0.7978947368421052,0.9394409937888198,0.6368421052631579,0.7590966122961104,119,2689.0
59,PL,SybilGAT_L8,42,0.9696764999999999,0.7568421052631579,0.9919354838709677,0.5178947368421053,0.6804979253112033,183,2335.0
60,PL,SybilRank,43,0.299585,0.32526315789473687,0.3259958071278826,0.3273684210526316,0.32668067226890757,136,
61,PL,SybilBelief,43,0.5033705,0.5,inf,0.0,0.0,93,
62,PL,SybilSCAR,43,0.6743210000000001,0.5178947368421053,0.9722222222222222,0.03684210526315789,0.07099391480730223,60,
63,PL,SybilGCN_L2_noDropout,43,0.769254,0.5342105263157895,0.9452054794520548,0.07263157894736842,0.1348973607038123,56,12345.0
64,PL,SybilGCN_L4_noDropout,43,0.849375,0.5647368421052632,0.9694656488549618,0.1336842105263158,0.23496762257169287,61,21521.0
65,PL,SybilGCN_L8_noDropout,43,0.508255,0.5105263157894737,0.5064102564102564,0.8315789473684211,0.6294820717131474,73,50244.0
66,PL,SybilRGCN_L2_noDropout,43,0.474456,0.46210526315789474,0.43023255813953487,0.2336842105263158,0.30286493860845837,441,13916.0
67,PL,SybilGAT_L2,43,0.7844559999999999,0.5042105263157894,1.0,0.008421052631578947,0.016701461377870562,74,4054.0
68,PL,SybilGAT_L4,43,0.891169,0.6489473684210526,0.9700996677740864,0.30736842105263157,0.46682653876898483,114,5345.0
69,PL,SybilGAT_L8,43,0.9627795,0.68,0.997093023255814,0.36105263157894735,0.5301391035548686,209,8709.0
70,PL,SybilRank,44,0.511552,0.511578947368421,0.5114345114345115,0.5178947368421053,0.5146443514644351,134,
71,PL,SybilBelief,44,0.5052445,0.5,inf,0.0,0.0,83,
72,PL,SybilSCAR,44,0.636747,0.5,inf,0.0,0.0,188,
73,PL,SybilGCN_L2_noDropout,44,0.7574829999999999,0.5089473684210526,0.9473684210526315,0.018947368421052633,0.03715170278637771,58,13879.0
74,PL,SybilGCN_L4_noDropout,44,0.801344,0.6094736842105263,0.9227642276422764,0.23894736842105263,0.3795986622073579,59,23046.0
75,PL,SybilGCN_L8_noDropout,44,0.548162,0.5305263157894737,0.5539033457249071,0.3136842105263158,0.40053763440860213,72,701.0
76,PL,SybilRGCN_L2_noDropout,44,0.624663,0.5,inf,0.0,0.0,449,16614.0
77,PL,SybilGAT_L2,44,0.7443595000000001,0.5810526315789474,0.7916666666666666,0.22,0.3443163097199341,75,2582.0
78,PL,SybilGAT_L4,44,0.8721159999999999,0.6505263157894737,0.9642857142857143,0.3126315789473684,0.47217806041335453,116,6354.0
79,PL,SybilGAT_L8,44,0.9643484999999998,0.8131578947368421,0.9821717990275527,0.6378947368421053,0.7734524569240587,190,5286.0
80,PL,SybilRank,45,0.6908430000000001,0.6326315789473684,0.6320754716981132,0.6347368421052632,0.6334033613445378,278,
81,PL,SybilBelief,45,0.5083300000000001,0.5,inf,0.0,0.0,219,
82,PL,SybilSCAR,45,0.681276,0.5552631578947368,0.7807486631016043,0.15368421052631578,0.256816182937555,118,
83,PL,SybilGCN_L2_noDropout,45,0.827634,0.5257894736842105,0.9454545454545454,0.05473684210526316,0.10348258706467661,108,13697.0
84,PL,SybilGCN_L4_noDropout,45,0.9009379999999999,0.6489473684210526,0.9492063492063492,0.31473684210526315,0.4727272727272727,121,23234.0
85,PL,SybilGCN_L8_noDropout,45,0.5611729999999999,0.5321052631578947,0.5454545454545454,0.38526315789473686,0.45157310302282544,147,43257.0
86,PL,SybilRGCN_L2_noDropout,45,0.5704134999999999,0.5205263157894737,0.6423357664233577,0.09263157894736843,0.16191352345906163,901,21164.0
87,PL,SybilGAT_L2,45,0.852932,0.5078947368421053,1.0,0.015789473684210527,0.031088082901554404,138,5821.0
88,PL,SybilGAT_L4,45,0.9258474999999999,0.7273684210526316,0.9537815126050421,0.47789473684210526,0.6367461430575035,200,3078.0
89,PL,SybilGAT_L8,45,0.9653725,0.7947368421052632,0.9861111111111112,0.5978947368421053,0.744429882044561,332,12778.0
90,PL,SybilRank,46,0.6103069999999999,0.5721052631578948,0.5714285714285714,0.5768421052631579,0.574122577265584,133,
91,PL,SybilBelief,46,0.514214,0.5,inf,0.0,0.0,91,
92,PL,SybilSCAR,46,0.703452,0.5089473684210526,0.84,0.022105263157894735,0.043076923076923075,59,
93,PL,SybilGCN_L2_noDropout,46,0.799485,0.5078947368421053,0.8947368421052632,0.017894736842105262,0.03508771929824561,57,19615.0
94,PL,SybilGCN_L4_noDropout,46,0.8573675,0.7089473684210527,0.838160136286201,0.5178947368421053,0.6402081977878985,60,37607.0
95,PL,SybilGCN_L8_noDropout,46,0.5298615,0.49736842105263157,0.4983902124919511,0.8147368421052632,0.6184578505793048,74,325575.0
96,PL,SybilRGCN_L2_noDropout,46,0.704582,0.5147368421052632,0.9666666666666667,0.030526315789473683,0.05918367346938776,439,13409.0
97,PL,SybilGAT_L2,46,0.8127675,0.5163157894736842,0.9696969696969697,0.03368421052631579,0.06510681586978637,77,3986.0
98,PL,SybilGAT_L4,46,0.9006609999999999,0.5631578947368421,0.9918032786885246,0.12736842105263158,0.22574626865671643,113,4247.0
99,PL,SybilGAT_L8,46,0.964858,0.7473684210526316,0.9936974789915967,0.4978947368421053,0.6633941093969145,195,6245.0
