,data_model_column,graph_size_column,train_nodes_fraction_column,label_noise_fraction_column,attack_edges_per_sybil,algorithm,AUC_mean,AUC_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,runtime_mean,runtime_std,pretrain_runtime_mean,pretrain_runtime_std
249,PL,2000,0.1,0.0,2,SybilGAT_L8,0.9999568,2.3583044756786352e-05,0.9537777777777778,0.034369811617425014,0.9995540691192865,0.0008918617614269929,0.908,0.0692905851121578,0.9501669225388764,0.03810425944991509,2572.8,1151.5407765250868,,
250,PL,2000,0.1,0.0,4,SybilRank,0.9861888000000001,0.005353621294040163,0.9417777777777779,0.006170419278628824,0.9402162490185532,0.006334173418021496,0.9435555555555556,0.006102013430109352,0.9418819736244692,0.00614636736704622,81.0,2.0976176963403033,,
251,PL,2000,0.1,0.0,4,SybilBelief,0.981155,0.006587412390309276,0.9344444444444443,0.006666666666666662,0.9286566522846481,0.028125575647939327,0.9431111111111111,0.02761642023627731,0.935031032120837,0.006136230407466345,164.8,1.9390719429665317,,
252,PL,2000,0.1,0.0,4,SybilSCAR,0.9212676,0.012072951977043517,0.7378888888888888,0.04078307564737192,0.8634938403185164,0.11551312533831447,0.6271111111111111,0.19806421205953748,0.6926754569738658,0.07971140485673653,33.4,1.4966629547095767,,
253,PL,2000,0.1,0.0,4,SybilGCN_L2_noDropout,0.9164662,0.006166258684161705,0.6343333333333334,0.04773305400290709,0.9811377329768295,0.016910675874449208,0.2757777777777778,0.10393587766823671,0.42002256440608476,0.11324965280370822,9428.8,1491.2265287339815,,
254,PL,2000,0.1,0.0,4,SybilGCN_L4_noDropout,0.9505434000000001,0.005259180871580669,0.8134444444444444,0.032749328520116534,0.9349933319800726,0.03596487092677973,0.6791111111111111,0.09891360490128698,0.7803736454581895,0.054883935376664875,15226.0,1635.8688211467324,,
255,PL,2000,0.1,0.0,4,SybilGCN_L8_noDropout,0.9514422,0.016240638760837013,0.8483333333333333,0.04382203065092229,0.9331077018653684,0.032958761143669975,0.7537777777777778,0.10382939472941438,0.8285821312474418,0.060436165354639707,22257.4,11244.160450651707,,
256,PL,2000,0.1,0.0,4,SybilRGCN_L2_noDropout,0.8932587999999999,0.06172084092881429,0.5666666666666667,0.028395356949619338,0.9250891897700407,0.09193533461111487,0.14422222222222222,0.06045669810433756,0.2446526276258425,0.0906577914635544,9489.2,767.461634220239,,
257,PL,2000,0.1,0.0,4,SybilGAT_L2,0.9250754000000001,0.018456479378256275,0.6074444444444445,0.09488108216650155,0.9412541054360183,0.10205432004845849,0.27755555555555556,0.3053380235771092,0.33474831041828523,0.26187212181132297,2180.4,1058.241106742693,,
258,PL,2000,0.1,0.0,4,SybilGAT_L4,0.9531834,0.03155367364729504,0.8691111111111111,0.03780979035796919,0.9163211250785883,0.030145682944757397,0.8148888888888889,0.09055821400324096,0.8590290773055521,0.04800947601419839,2118.4,315.88263643321704,,
259,PL,2000,0.1,0.0,4,SybilGAT_L8,0.9880291,0.001636487225736882,0.9107777777777777,0.01747873487525647,0.9739905140468116,0.012974445968978144,0.8448888888888888,0.04716977479616568,0.9037981838911223,0.021681313316179784,2533.4,267.3915481087613,,
260,PL,2000,0.1,0.0,6,SybilRank,0.8731350000000001,0.0157614120306526,0.7875555555555556,0.012199979761165177,0.7840107077684073,0.011761244128828998,0.7937777777777778,0.012777294676857818,0.7888626442391842,0.012226985866330356,87.0,0.6324555320336759,,
