,data_model_column,graph_size_column,train_nodes_fraction_column,label_noise_fraction_column,attack_edges_per_sybil,algorithm,seed,AUC,accuracy,precision,recall,F1,runtime,pretrain_runtime
126,PL,2000,0.005,0.0,6,SybilRGCN_L2_noDropout,44,0.6219935,0.5,inf,0.0,0.0,7835,
127,PL,2000,0.005,0.0,6,SybilGAT_L2,44,0.6089114999999999,0.5,inf,0.0,0.0,2005,
128,PL,2000,0.005,0.0,6,SybilGAT_L4,44,0.6425545,0.5,inf,0.0,0.0,3970,
129,PL,2000,0.005,0.0,6,SybilGAT_L8,44,0.705842,0.5050251256281407,0.9166666666666666,0.011055276381909548,0.021847070506454815,1102,
130,PL,2000,0.005,0.0,6,SybilRank,45,0.669318,0.6135678391959799,0.6134538152610441,0.614070351758794,0.6137619286790558,87,
131,PL,2000,0.005,0.0,6,SybilBelief,45,0.5030249999999999,0.5,inf,0.0,0.0,101,
132,PL,2000,0.005,0.0,6,SybilSCAR,45,0.597833,0.5432160804020101,0.5968468468468469,0.2663316582914573,0.3683113273106324,38,
133,PL,2000,0.005,0.0,6,SybilGCN_L2_noDropout,45,0.603731,0.5,inf,0.0,0.0,9481,
134,PL,2000,0.005,0.0,6,SybilGCN_L4_noDropout,45,0.6228739999999999,0.5,inf,0.0,0.0,16257,
135,PL,2000,0.005,0.0,6,SybilGCN_L8_noDropout,45,0.582565,0.5090452261306533,1.0,0.018090452261306532,0.035538005923000986,29077,
136,PL,2000,0.005,0.0,6,SybilRGCN_L2_noDropout,45,0.615394,0.5,inf,0.0,0.0,7808,
137,PL,2000,0.005,0.0,6,SybilGAT_L2,45,0.5978659999999999,0.5,inf,0.0,0.0,4517,
138,PL,2000,0.005,0.0,6,SybilGAT_L4,45,0.6129935,0.5,inf,0.0,0.0,2454,
139,PL,2000,0.005,0.0,6,SybilGAT_L8,45,0.6248245,0.5236180904522613,0.9122807017543859,0.05226130653266332,0.09885931558935361,1314,
140,PL,2000,0.005,0.0,6,SybilRank,46,0.637561,0.6040201005025125,0.6038114343029087,0.6050251256281407,0.6044176706827309,89,
141,PL,2000,0.005,0.0,6,SybilBelief,46,0.498777,0.5,0.5,1.0,0.6666666666666666,77,
142,PL,2000,0.005,0.0,6,SybilSCAR,46,0.6165309999999999,0.5030150753768844,0.5015560165975104,0.9718592964824121,0.6616489907629148,110,
143,PL,2000,0.005,0.0,6,SybilGCN_L2_noDropout,46,0.6073995,0.5,inf,0.0,0.0,9344,
144,PL,2000,0.005,0.0,6,SybilGCN_L4_noDropout,46,0.6372979999999999,0.5015075376884423,1.0,0.003015075376884422,0.006012024048096192,16674,
145,PL,2000,0.005,0.0,6,SybilGCN_L8_noDropout,46,0.5646105000000001,0.5020100502512563,0.6666666666666666,0.008040201005025126,0.015888778550148957,752,
146,PL,2000,0.005,0.0,6,SybilRGCN_L2_noDropout,46,0.611066,0.5,inf,0.0,0.0,10415,
147,PL,2000,0.005,0.0,6,SybilGAT_L2,46,0.6133535,0.5,inf,0.0,0.0,3109,
148,PL,2000,0.005,0.0,6,SybilGAT_L4,46,0.6274085,0.5010050251256282,1.0,0.0020100502512562816,0.004012036108324975,3555,
149,PL,2000,0.005,0.0,6,SybilGAT_L8,46,0.674931,0.5246231155778894,1.0,0.04924623115577889,0.09386973180076628,2505,
150,PL,2000,0.005,0.0,8,SybilRank,42,0.571266,0.5487437185929648,0.5486459378134403,0.549748743718593,0.5491967871485943,99,
151,PL,2000,0.005,0.0,8,SybilBelief,42,0.497846,0.5,0.5,1.0,0.6666666666666666,90,
152,PL,2000,0.005,0.0,8,SybilSCAR,42,0.614367,0.535175879396985,0.5196188340807175,0.9316582914572864,0.6671464555595538,42,
153,PL,2000,0.005,0.0,8,SybilGCN_L2_noDropout,42,0.6079085,0.5,inf,0.0,0.0,10031,
154,PL,2000,0.005,0.0,8,SybilGCN_L4_noDropout,42,0.6266149999999999,0.5,inf,0.0,0.0,16902,
155,PL,2000,0.005,0.0,8,SybilGCN_L8_noDropout,42,0.591092,0.5160804020100502,0.7162162162162162,0.053266331658291456,0.09915809167446211,7577,
156,PL,2000,0.005,0.0,8,SybilRGCN_L2_noDropout,42,0.6052025000000001,0.5,inf,0.0,0.0,8464,
157,PL,2000,0.005,0.0,8,SybilGAT_L2,42,0.6027575,0.5,inf,0.0,0.0,1611,
158,PL,2000,0.005,0.0,8,SybilGAT_L4,42,0.6282825,0.5,inf,0.0,0.0,2978,
159,PL,2000,0.005,0.0,8,SybilGAT_L8,42,0.6370065,0.5206030150753769,0.9183673469387755,0.04522613065326633,0.08620689655172414,1158,
160,PL,2000,0.005,0.0,8,SybilRank,43,0.567284,0.5487437185929648,0.5486459378134403,0.549748743718593,0.5491967871485943,95,
161,PL,2000,0.005,0.0,8,SybilBelief,43,0.500695,0.5,0.5,1.0,0.6666666666666666,108,
162,PL,2000,0.005,0.0,8,SybilSCAR,43,0.5383560000000001,0.5185929648241207,0.5293185419968305,0.335678391959799,0.4108241082410824,40,
163,PL,2000,0.005,0.0,8,SybilGCN_L2_noDropout,43,0.557283,0.5,inf,0.0,0.0,9086,
164,PL,2000,0.005,0.0,8,SybilGCN_L4_noDropout,43,0.552555,0.5,inf,0.0,0.0,16465,
165,PL,2000,0.005,0.0,8,SybilGCN_L8_noDropout,43,0.5345679999999999,0.5010050251256282,1.0,0.0020100502512562816,0.004012036108324975,29681,
166,PL,2000,0.005,0.0,8,SybilRGCN_L2_noDropout,43,0.564273,0.5,inf,0.0,0.0,8829,
167,PL,2000,0.005,0.0,8,SybilGAT_L2,43,0.5584105,0.5,inf,0.0,0.0,3808,
168,PL,2000,0.005,0.0,8,SybilGAT_L4,43,0.542571,0.5,inf,0.0,0.0,3534,
169,PL,2000,0.005,0.0,8,SybilGAT_L8,43,0.5476909999999999,0.5010050251256282,1.0,0.0020100502512562816,0.004012036108324975,3117,
