,data_model_column,graph_size_column,train_nodes_fraction_column,label_noise_fraction_column,attack_edges_per_sybil,algorithm,AUC_mean,AUC_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,runtime_mean,runtime_std,pretrain_runtime_mean,pretrain_runtime_std
0,BA,1000,0.05,0.0,2,SybilRank,0.9999817999999999,1.1805083650707009e-05,0.9981052631578947,0.0007877173445839759,0.9981052631578947,0.0007877173445839759,0.9981052631578947,0.0007877173445839759,0.9981052631578947,0.0007877173445839759,75.2,5.912698199637792,,
1,BA,1000,0.05,0.0,2,SybilBelief,0.9999627999999999,2.427673783688376e-05,0.9974736842105264,0.0009055079228465688,0.997475670497721,0.001259945044387599,0.9974736842105262,0.0015754346891679665,0.9974734589829598,0.0009061211635150517,121.2,18.787229705307805,,
2,BA,1000,0.05,0.0,2,SybilSCAR,0.9893075999999998,0.003504653968653712,0.8697894736842106,0.13453834062063091,0.9491287767553613,0.040306895664114634,0.7928421052631578,0.2970804567519269,0.8170015519815905,0.24046471500982755,45.0,32.00624938976762,,
3,BA,1000,0.05,0.0,2,SybilGCN_L2_noDropout,0.970063,0.003143589349771991,0.5322105263157895,0.042557310226794307,0.9982300884955752,0.003539823008849563,0.0648421052631579,0.08595199330064761,0.11064038372271703,0.1362634340609004,7338.0,138.4254311895036,,
4,BA,1000,0.05,0.0,2,SybilGCN_L4_noDropout,0.9991642000000001,0.0002274127525008161,0.8426315789473685,0.08574264139864493,0.9997613365155132,0.0004773269689737348,0.6854736842105262,0.17172470399222947,0.7998842111733719,0.13185497043963804,12251.4,452.7408088520407,,
5,BA,1000,0.05,0.0,2,SybilGCN_L8_noDropout,0.9996324,0.00011564359039737921,0.9673684210526317,0.009450263447353027,1.0,0.0,0.9347368421052632,0.018900526894706053,0.9661685373545534,0.010149510678540393,22300.8,714.7045263603694,,
6,BA,1000,0.05,0.0,2,SybilRGCN_L2_noDropout,0.9319264,0.03464818768478374,0.5042105263157894,0.00426283299606664,inf,,0.010736842105263157,0.01274336501088131,0.02078663701065124,0.024336357323506516,8249.4,144.28111449527967,,
7,BA,1000,0.05,0.0,2,SybilGAT_L2,0.9605022,0.005738337438666283,0.5197894736842106,0.02632968054425134,0.9944444444444445,0.011111111111111117,0.04042105263157895,0.054316605461026964,0.0726147204415277,0.09348626848045734,1395.4,361.26367102159605,,
8,BA,1000,0.05,0.0,2,SybilGAT_L4,0.9994152,0.0001380353577892166,0.7569473684210526,0.16072908677392544,0.9995075103176887,0.0006085381817379691,0.5143157894736843,0.3219143569112685,0.6138639195342592,0.31164819573371944,1817.2,371.7646567386416,,
9,BA,1000,0.05,0.0,2,SybilGAT_L8,0.9999397999999999,4.16048074145449e-05,0.9378947368421053,0.03092122060424701,1.0,0.0,0.8757894736842106,0.06184244120849401,0.932611930583686,0.03550387769026341,3126.0,832.7513434393246,,
10,BA,1000,0.05,0.0,4,SybilRank,0.9951258,0.0007312899288244171,0.9634736842105264,0.005373578533936931,0.9641614476510496,0.005675677950527969,0.9627368421052631,0.00509630249975165,0.9634483387038466,0.005367814484860104,79.8,0.4,,
11,BA,1000,0.05,0.0,4,SybilBelief,0.9874816,0.0015461788512329305,0.9408421052631579,0.005941543491229489,0.9564785739549801,0.004986745197296959,0.9237894736842105,0.014625140575122847,0.939763138401221,0.006510639233368519,163.6,1.3564659966250536,,
12,BA,1000,0.05,0.0,4,SybilSCAR,0.8854428000000001,0.01635166614629839,0.7043157894736841,0.09763201872506994,0.8083937600934675,0.10000882753433481,0.6061052631578947,0.3137212270635338,0.6117044118877933,0.2685300799497445,33.0,0.6324555320336759,,
13,BA,1000,0.05,0.0,4,SybilGCN_L2_noDropout,0.8897501,0.0075555482818919,0.5141052631578947,0.01246113070284363,0.9970588235294118,0.00588235294117645,0.028421052631578948,0.025271928302185477,0.05408896405442639,0.04702113647000043,8059.2,145.0564028231777,,
14,BA,1000,0.05,0.0,4,SybilGCN_L4_noDropout,0.9658415999999999,0.0017457079480829533,0.6893684210526316,0.053760935884216286,0.9952216562912659,0.005318532025424104,0.38105263157894737,0.11040293865774557,0.5423019379547301,0.10525200837735992,13801.2,338.69124582722833,,
15,BA,1000,0.05,0.0,4,SybilGCN_L8_noDropout,0.7816335999999999,0.3844997351913782,0.8070526315789474,0.1547291799033828,inf,,0.652,0.33216796472071713,0.6989211325015565,0.35046514334981943,15929.6,11377.73881929094,,
16,BA,1000,0.05,0.0,4,SybilRGCN_L2_noDropout,0.8681837,0.04437267215933704,0.5034736842105263,0.002548151249875839,0.9,0.2,0.007157894736842104,0.004819167638846146,0.01416829555864168,0.009469898577084466,8808.4,95.27560023426774,,
17,BA,1000,0.05,0.0,4,SybilGAT_L2,0.888463,0.011284939344099262,0.5285263157894737,0.04380440028997706,inf,,0.06526315789473684,0.10372561289326326,0.10404189607202749,0.15747893034138796,1855.0,333.36226541106896,,
18,BA,1000,0.05,0.0,4,SybilGAT_L4,0.9681086000000001,0.007149885610273814,0.7871578947368422,0.10032942967959997,0.9373827928268307,0.08973736089838892,0.6461052631578947,0.25919662800036386,0.7179705462069365,0.20291244257130128,2295.4,706.6293512160389,,
19,BA,1000,0.05,0.0,4,SybilGAT_L8,0.9948653000000001,0.0006716670008270228,0.8624210526315789,0.0718019745251227,0.9759102296289044,0.04504157681623707,0.7515789473684211,0.17549613091677835,0.8338628698604404,0.1029766938048008,2967.4,1006.1744580339932,,
20,BA,1000,0.05,0.0,6,SybilRank,0.9404414000000001,0.006639472316381783,0.8577894736842104,0.009346514897020243,0.8583233933976112,0.009523496354216593,0.8570526315789474,0.009258371969387788,0.8576860504876616,0.009323169479461104,87.4,1.3564659966250536,,
21,BA,1000,0.05,0.0,6,SybilBelief,0.5139156,0.0033841652353276594,0.5,0.0,inf,,0.4,0.48989794855663565,0.26666666666666666,0.3265986323710904,123.0,21.844907873461036,,
22,BA,1000,0.05,0.0,6,SybilSCAR,0.7769134,0.022042147287412824,0.6228421052631579,0.06423606049676492,0.707810417793337,0.08614459768293908,0.5218947368421053,0.2975738647565501,0.5197922952306261,0.24559572657081463,53.8,33.599999999999994,,
23,BA,1000,0.05,0.0,6,SybilGCN_L2_noDropout,0.8043972,0.010145278811348654,0.508842105263158,0.009334652327324368,inf,,0.01831578947368421,0.01904768764002951,0.03526004234760262,0.03620153561869965,8332.6,279.11689307528485,,
24,BA,1000,0.05,0.0,6,SybilGCN_L4_noDropout,0.8679758,0.0038847735275045424,0.6594736842105263,0.05932024921356117,0.9274506771767046,0.0359827108166576,0.3528421052631579,0.14176786456677237,0.49061760086687034,0.15400897966489588,14222.8,98.90075833885199,,
25,BA,1000,0.05,0.0,6,SybilGCN_L8_noDropout,0.5134475999999999,0.35914420131688046,0.6241052631578947,0.11319504897995057,inf,,0.42484210526315785,0.349212711689509,0.42491580749930147,0.3499059706755609,11092.8,11981.977789997776,,
26,BA,1000,0.05,0.0,6,SybilRGCN_L2_noDropout,0.7831896,0.03452894556513417,0.5018947368421053,0.003271635845877921,inf,,0.003999999999999999,0.006963299119385779,0.007866013157094317,0.013661389918709995,9136.8,161.90540448051757,,
27,BA,1000,0.05,0.0,6,SybilGAT_L2,0.7898952,0.018391061624060727,0.5098947368421053,0.011808255715688571,inf,,0.02147368421052632,0.025772067165506528,0.040659329348725265,0.048212406650626455,1677.4,178.7127303803509,,
28,BA,1000,0.05,0.0,6,SybilGAT_L4,0.8963249,0.005718412877713559,0.6857894736842105,0.10648189213101236,0.9169948126441895,0.06376188394284109,0.43410526315789466,0.27537260579469536,0.5231713535267004,0.2607787450366367,1891.8,449.84326159230176,,
29,BA,1000,0.05,0.0,6,SybilGAT_L8,0.95049,0.0025377446286023427,0.8113684210526315,0.052897852749282444,0.9380825835777691,0.03439195741366575,0.6734736842105262,0.14067096832552156,0.7725016178178741,0.08744175911164616,2506.2,1291.6094456142694,,
30,BA,1000,0.05,0.0,8,SybilRank,0.7380546000000001,0.04547581645050479,0.6729473684210526,0.0350979634168577,0.6730234921218112,0.0347111698771946,0.6724210526315789,0.03673307174137206,0.6727175230141477,0.035694871725186025,94.6,0.4898979485566356,,
31,BA,1000,0.05,0.0,8,SybilBelief,0.5099003,0.0014890446467450233,0.5,0.0,inf,,0.4,0.48989794855663565,0.26666666666666666,0.3265986323710904,100.4,15.78100123566309,,
32,BA,1000,0.05,0.0,8,SybilSCAR,0.6865824,0.024838817335775018,0.5714736842105264,0.04229483639400403,0.6136986799748729,0.054481431647854246,0.4941052631578947,0.28245743924731315,0.47680921680486515,0.2302417561401274,40.2,0.4,,
33,BA,1000,0.05,0.0,8,SybilGCN_L2_noDropout,0.7446219999999999,0.008583436910701929,0.5041052631578947,0.0036827064599022855,inf,,0.00863157894736842,0.007660381220488527,0.01698902830145437,0.015049402195314284,8781.0,86.13942186943211,,
34,BA,1000,0.05,0.0,8,SybilGCN_L4_noDropout,0.7736224,0.008309705502603511,0.6141052631578947,0.04719664761088832,0.8138280381971367,0.05531481428204107,0.3132631578947368,0.1480579358040988,0.42485054164297464,0.16286469615765464,15187.4,226.86965420699173,,
35,BA,1000,0.05,0.0,8,SybilGCN_L8_noDropout,0.47603260000000003,0.24103104997207309,0.5417894736842105,0.054669594318380366,inf,,0.26589473684210524,0.2875804885525475,0.27511444517380934,0.2727228111892275,6876.8,10440.516508295937,,
36,BA,1000,0.05,0.0,8,SybilRGCN_L2_noDropout,0.7050831000000001,0.027387992128668354,0.5027368421052631,0.00381569872850355,inf,,0.008421052631578947,0.00801660326933043,0.016514185590421025,0.015597465728050664,9542.0,222.68273395124282,,
37,BA,1000,0.05,0.0,8,SybilGAT_L2,0.7430176000000001,0.02261578738492209,0.5236842105263158,0.030960612991132855,inf,,0.057263157894736835,0.07537782946274876,0.09735454763043876,0.1197674447174843,2941.0,2080.830411158007,,
38,BA,1000,0.05,0.0,8,SybilGAT_L4,0.7967884,0.016047599924599296,0.5992631578947369,0.07433218843964673,0.774227568439963,0.11448331701734268,0.40084210526315794,0.3723944532466404,0.3947468794698705,0.28863939149594026,1997.2,423.49422664305587,,
39,BA,1000,0.05,0.0,8,SybilGAT_L8,0.8493192,0.010455195247339937,0.7061052631578948,0.05623023506246487,0.8518833930214372,0.03845662355565682,0.5107368421052632,0.16419352138672816,0.6174548350821302,0.12907599962485064,1898.2,731.562546881673,,
40,BA,1000,0.05,0.0,10,SybilRank,0.4143161999999999,0.057805834616931166,0.43957894736842107,0.04102347142498101,0.4392198242702924,0.041666779536547446,0.4393684210526316,0.04503295192414962,0.4392871083700439,0.043350168008101785,102.0,0.0,,
41,BA,1000,0.05,0.0,10,SybilBelief,0.5100005000000001,0.00267697142308241,0.5,0.0,inf,,0.6,0.48989794855663565,0.4,0.3265986323710904,99.0,18.994736112934024,,
42,BA,1000,0.05,0.0,10,SybilSCAR,0.6218546,0.02201278054767272,0.5269473684210527,0.022855441171321413,0.5456477930110325,0.03170054451074745,0.4543157894736842,0.2756058850571162,0.4310548287515344,0.21511965084537837,44.6,0.4898979485566356,,
43,BA,1000,0.05,0.0,10,SybilGCN_L2_noDropout,0.7231962000000001,0.012049394418807938,0.5023157894736843,0.0034688962217440025,inf,,0.006105263157894737,0.00979343439967411,0.011880173559408874,0.018963467399163013,9441.6,237.48397840696538,,
44,BA,1000,0.05,0.0,10,SybilGCN_L4_noDropout,0.7364824000000001,0.01417885233155348,0.5848421052631579,0.04250911585469546,0.7649124489578917,0.06236157251200716,0.27073684210526316,0.1653608829398543,0.36503893415053107,0.16794533013285842,16222.2,239.50315238008872,,
45,BA,1000,0.05,0.0,10,SybilGCN_L8_noDropout,0.40844199999999997,0.15246700664242085,0.5203157894736842,0.03352528297178043,inf,,0.2728421052631579,0.3349277178396636,0.2413336839063101,0.29559988589205455,2447.6,2108.3610317021135,,
46,BA,1000,0.05,0.0,10,SybilRGCN_L2_noDropout,0.7321772000000001,0.028574975404363864,0.5032631578947369,0.004975285178145895,inf,,0.009052631578947368,0.012936666522726077,0.01750749904186632,0.024741159599903157,10720.4,598.8771493386603,,
47,BA,1000,0.05,0.0,10,SybilGAT_L2,0.7139846999999999,0.02400629524437285,0.5468421052631579,0.04908131079394759,inf,,0.16442105263157894,0.16461946381590487,0.22693752020272379,0.20970497875308317,3461.4,2029.8008375207653,,
48,BA,1000,0.05,0.0,10,SybilGAT_L4,0.7518682,0.009408310117125169,0.5760000000000001,0.05336603337335031,0.7572017359367877,0.06665377233657718,0.26273684210526316,0.25341160281883957,0.3249677913371678,0.20184440143219437,2293.4,474.98698929549636,,
49,BA,1000,0.05,0.0,10,SybilGAT_L8,0.7716942,0.01224039304352599,0.6487368421052632,0.03877715293865322,0.7575344544406578,0.07508935711760657,0.4896842105263158,0.21496726543303338,0.5539047874816162,0.13887974065574835,1663.0,490.72721546700467,,
50,BA,1000,0.05,0.0,12,SybilRank,0.16736020000000001,0.02140002014391575,0.2422105263157895,0.013681781160874918,0.24178459199707736,0.014476028416955071,0.24147368421052634,0.015248268599774165,0.24162830747007927,0.014861529100386678,109.6,0.4898979485566356,,
51,BA,1000,0.05,0.0,12,SybilBelief,0.4987102,0.007247814460925453,0.5,0.0,inf,,0.6,0.48989794855663565,0.4,0.3265986323710904,91.2,14.593149077563758,,
52,BA,1000,0.05,0.0,12,SybilSCAR,0.5708888,0.022585092228281933,0.5023157894736843,0.017118132810389326,0.517923167490874,0.02858957199634848,0.42547368421052634,0.2555406196874565,0.40560083465698166,0.20620984435205628,81.6,41.1708634837794,,
53,BA,1000,0.05,0.0,12,SybilGCN_L2_noDropout,0.7323200999999999,0.013226476380351621,0.5012631578947369,0.0017487629185090592,inf,,0.0027368421052631577,0.003916015839523847,0.005424160558303818,0.007736741251074593,10247.6,201.96593772218125,,
54,BA,1000,0.05,0.0,12,SybilGCN_L4_noDropout,0.7521638,0.017709859089219175,0.5817894736842105,0.03215027043738009,0.8047409208772132,0.049547865616171985,0.22126315789473683,0.0943181390684778,0.3353962553702981,0.10907666577717255,18039.8,136.9122346614794,,
55,BA,1000,0.05,0.0,12,SybilGCN_L8_noDropout,0.4192918,0.15671221890892878,0.5265263157894736,0.04464647219237345,inf,,0.2496842105263158,0.30583496355182793,0.23653079379199698,0.29009455895650715,2714.2,2500.8802770224725,,
56,BA,1000,0.05,0.0,12,SybilRGCN_L2_noDropout,0.7515548000000001,0.02780212599352793,0.5022105263157894,0.0019237544086838914,inf,,0.0046315789473684215,0.004027605572570314,0.009184960337174959,0.007981003571214874,11039.0,131.76038858473362,,
57,BA,1000,0.05,0.0,12,SybilGAT_L2,0.6986686000000001,0.01898499755438488,0.541578947368421,0.053085411760937236,inf,,0.17663157894736842,0.24280484736886365,0.20573594713820045,0.24781845222126161,2461.0,641.459897421499,,
58,BA,1000,0.05,0.0,12,SybilGAT_L4,0.7547666999999999,0.013180316618351737,0.5958947368421053,0.05239779657459441,0.7631002935157865,0.03633961465575453,0.292,0.18449914232322473,0.3871099194871035,0.174325541590436,2040.6,446.3288473760127,,
59,BA,1000,0.05,0.0,12,SybilGAT_L8,0.7120909,0.11194023050735599,0.5993684210526316,0.06735476835343285,0.7152497069028343,0.1319971130164214,0.304,0.18030125605854244,0.3995666696463512,0.19914229194073899,1885.2,368.44885669519994,,
60,BA,1000,0.05,0.0,14,SybilRank,0.07585940000000001,0.004137949037868878,0.15473684210526314,0.00583237691671371,0.15443881813187665,0.006138253559092254,0.1543157894736842,0.006336807134017862,0.1543769066169707,0.00623355674678021,117.2,0.4,,
61,BA,1000,0.05,0.0,14,SybilBelief,0.5173557000000001,0.015834497057374476,0.5,0.0,inf,,0.4,0.48989794855663565,0.26666666666666666,0.3265986323710904,107.6,36.43953896525037,,
62,BA,1000,0.05,0.0,14,SybilSCAR,0.5317734,0.021146980461522153,0.4781052631578947,0.024723624688312427,0.4574518274936681,0.04738571906713578,0.42526315789473684,0.24811935292596363,0.3957232609465389,0.19986926105677824,87.4,43.36173428265987,,
63,BA,1000,0.05,0.0,14,SybilGCN_L2_noDropout,0.7614183999999999,0.011172533689365152,0.501157894736842,0.001123902973898036,inf,,0.0027368421052631577,0.002712441837205289,0.005439368179948981,0.005378625210821369,10365.6,671.113284028859,,
64,BA,1000,0.05,0.0,14,SybilGCN_L4_noDropout,0.8086119,0.015699436265038284,0.5966315789473684,0.04177449022119836,0.8804540022250208,0.03746643148725053,0.22947368421052633,0.1124967220205725,0.34819672826132214,0.13018391552763922,18747.8,287.24164043536587,,
65,BA,1000,0.05,0.0,14,SybilGCN_L8_noDropout,0.37859719999999997,0.19844900731361698,0.5270526315789474,0.0438956203369373,inf,,0.22905263157894734,0.28395122674321216,0.22773084396384222,0.27892354829800065,2575.0,2240.527170109749,,
66,BA,1000,0.05,0.0,14,SybilRGCN_L2_noDropout,0.7908042,0.022721851627013134,0.5013684210526316,0.0017487629185090592,inf,,0.0033684210526315787,0.004583482327805735,0.0066585561903934306,0.009041997903399481,11692.2,197.81648060765818,,
67,BA,1000,0.05,0.0,14,SybilGAT_L2,0.7370649,0.015500307527271879,0.5465263157894736,0.04316251579881671,inf,,0.14021052631578948,0.137429347247102,0.2066774038779935,0.18735344407186277,2837.8,741.0104992508541,,
68,BA,1000,0.05,0.0,14,SybilGAT_L4,0.7992907,0.018964278392810018,0.6101052631578947,0.07175473769913362,0.8063296589027893,0.05342465759906097,0.31789473684210523,0.24834253888631044,0.39497408502382403,0.22659817663855136,2877.6,812.5150090921398,,
69,BA,1000,0.05,0.0,14,SybilGAT_L8,0.8138835999999999,0.07488915911225062,0.6878947368421052,0.05304573890061731,0.7805086432426176,0.11702660683984681,0.5907368421052631,0.17290786620019868,0.6419518481106489,0.08711516198359795,1936.8,469.84993348940685,,
70,BA,1000,0.05,0.0,16,SybilRank,0.044180800000000006,0.00147233452720501,0.1131578947368421,0.003538470802941389,0.11372499822784805,0.0036479060467461783,0.11389473684210527,0.0037305358203514436,0.11380964338059565,0.003686755559984354,125.0,0.0,,
71,BA,1000,0.05,0.0,16,SybilBelief,0.5066115,0.010372818797221897,0.5,0.0,inf,,0.4,0.48989794855663565,0.26666666666666666,0.3265986323710904,107.4,20.75186738585229,,
72,BA,1000,0.05,0.0,16,SybilSCAR,0.4999404,0.019070368057276715,0.45610526315789474,0.02998910236048774,0.43924656925163885,0.025253634711746648,0.3835789473684211,0.23317592896869846,0.36363385802764725,0.18559866062012484,74.0,36.00555512695229,,
73,BA,1000,0.05,0.0,16,SybilGCN_L2_noDropout,0.806728,0.008315333619284318,0.5032631578947367,0.0030399008585670737,inf,,0.007368421052631578,0.007262395078172774,0.014498171944332505,0.014155505747201404,11612.0,147.32277488562318,,
74,BA,1000,0.05,0.0,16,SybilGCN_L4_noDropout,0.8846824,0.009868478658841003,0.6206315789473684,0.08485633940932251,0.9375884746360604,0.050650373321414865,0.27242105263157895,0.21913190603781849,0.3763209766369527,0.20420630512315352,20562.0,742.3225713933264,,
75,BA,1000,0.05,0.0,16,SybilGCN_L8_noDropout,0.3823723,0.256507429407532,0.5489473684210526,0.08232359634537026,inf,,0.27094736842105266,0.3318896455783236,0.25874637669152584,0.3185809930263353,2696.4,2494.4591077025098,,
76,BA,1000,0.05,0.0,16,SybilRGCN_L2_noDropout,0.8287602,0.014705964849679239,0.5037894736842106,0.0040276055725702925,0.9538043478260869,0.07263114727081789,0.008421052631578947,0.008731133201401146,0.016527617291850972,0.01704131772247825,11873.0,415.4799634158066,,
77,BA,1000,0.05,0.0,16,SybilGAT_L2,0.7966214,0.038690457577288936,0.5559999999999999,0.05606940692883954,inf,,0.15642105263157893,0.18904934940299395,0.2142147962407301,0.21225429750037758,2510.4,629.8576347080347,,
78,BA,1000,0.05,0.0,16,SybilGAT_L4,0.8853262000000001,0.005822647573054754,0.6765263157894736,0.08111248644360317,0.9291175428103704,0.033791429572746286,0.38989473684210524,0.1856784818307131,0.5148588396784262,0.21956791004744597,2350.0,346.39515008152176,,
79,BA,1000,0.05,0.0,16,SybilGAT_L8,0.5963278999999999,0.42993077415956166,0.6646315789473685,0.13747964845609764,inf,,0.34210526315789475,0.2885301368820884,0.42714818397742604,0.35239436241956407,1877.6,280.5491757250411,,
80,PL,1000,0.05,0.0,2,SybilRank,0.9999538000000001,2.098952119511738e-05,0.9967368421052631,0.0011721609184905304,0.9966320216946152,0.0010319065920992164,0.996842105263158,0.001331485330597185,0.9967370082228191,0.001172399626018812,71.0,0.0,,
81,PL,1000,0.05,0.0,2,SybilBelief,0.9999768,1.4837789592776838e-05,0.9976842105263157,0.0014355980733669208,0.9981118667671728,0.0027614907142526845,0.9972631578947369,0.001263157894736855,0.9976847546397313,0.001431719276353711,126.4,13.514436725220923,,
82,PL,1000,0.05,0.0,2,SybilSCAR,0.9852930000000001,0.0046498121682493326,0.8465263157894738,0.08759362225230657,0.9049593363273498,0.14722285717004707,0.8347368421052632,0.10433273004937994,0.8511785995831083,0.058962797814514877,42.6,28.70261312145638,,
83,PL,1000,0.05,0.0,2,SybilGCN_L2_noDropout,0.955804,0.005435037773557756,0.5199999999999999,0.00800968942305128,1.0,0.0,0.04,0.016019378846102567,0.07646626275322387,0.029658630791449297,8616.6,1209.1505448040787,,
84,PL,1000,0.05,0.0,2,SybilGCN_L4_noDropout,0.9966146,0.0014237900968892445,0.7464210526315789,0.060040060495188785,1.0,0.0,0.4928421052631579,0.12008012099037754,0.6521456065542625,0.10123433770867225,13917.8,1488.70862159121,,
