,graph_size,algorithm,seed,AUC,accuracy,precision,recall,F1,runtime,pretrain_runtime
44,2000,SybilGCN_L4_noDropout,46,0.73016,0.5642105263157895,0.7723214285714286,0.18210526315789474,0.29471890971039183,58,15386.0
45,2000,SybilGCN_L8_noDropout,46,0.5161169999999999,0.4926315789473684,0.49551282051282053,0.8136842105263158,0.6159362549800796,75,28322.0
46,2000,SybilRGCN_L2_noDropout,46,0.7031585,0.6063157894736843,0.7244444444444444,0.3431578947368421,0.4657142857142857,311,10344.0
47,2000,SybilGAT_L2,46,0.736296,0.5021052631578947,1.0,0.004210526315789474,0.008385744234800839,64,1835.0
48,2000,SybilGAT_L4,46,0.755308,0.5189473684210526,0.7903225806451613,0.05157894736842105,0.09683794466403162,95,1464.0
49,2000,SybilGAT_L8,46,0.732479,0.618421052631579,0.7019748653500898,0.41157894736842104,0.5189117451891174,144,1628.0
50,4000,SybilRank,42,0.722072,0.6573684210526316,0.6554054054054054,0.6636842105263158,0.6595188284518828,226,
51,4000,SybilBelief,42,0.5112442500000001,0.5,0.5,1.0,0.6666666666666666,183,
52,4000,SybilSCAR,42,0.6646965,0.5347368421052632,0.5195035460992907,0.9252631578947368,0.6654049962149886,86,
53,4000,SybilGCN_L2_noDropout,42,0.7378458749999999,0.5447368421052632,0.8346456692913385,0.11157894736842106,0.1968430826369545,102,10568.0
54,4000,SybilGCN_L4_noDropout,42,0.73857025,0.6202631578947368,0.5784414692756609,0.8868421052631579,0.7001869935591107,133,17813.0
55,4000,SybilGCN_L8_noDropout,42,0.600042125,0.5521052631578948,0.5365583456425406,0.7647368421052632,0.6306423611111112,123,31704.0
56,4000,SybilRGCN_L2_noDropout,42,0.56486025,0.48,0.43238434163701067,0.12789473684210526,0.19740048740861088,604,10382.0
57,4000,SybilGAT_L2,42,0.746318,0.5263157894736842,0.8246753246753247,0.0668421052631579,0.12366114897760468,122,2218.0
58,4000,SybilGAT_L4,42,0.757443,0.6444736842105263,0.7558247903075489,0.4268421052631579,0.5455768583921964,178,1721.0
59,4000,SybilGAT_L8,42,0.7400318749999999,0.661578947368421,0.7120165745856354,0.5426315789473685,0.6158900836320191,347,1582.0
60,4000,SybilRank,43,0.65383725,0.6063157894736843,0.605318039624609,0.6110526315789474,0.608171817705605,223,
61,4000,SybilBelief,43,0.5152577500000001,0.5,inf,0.0,0.0,231,
62,4000,SybilSCAR,43,0.673499,0.5544736842105263,0.6126224156692056,0.2963157894736842,0.3994324228449805,92,
63,4000,SybilGCN_L2_noDropout,43,0.714925375,0.5018421052631579,1.0,0.0036842105263157894,0.007341373885684321,107,9456.0
64,4000,SybilGCN_L4_noDropout,43,0.7222490000000001,0.591842105263158,0.7387140902872777,0.28421052631578947,0.4104903078677309,112,16293.0
65,4000,SybilGCN_L8_noDropout,43,0.68365225,0.5952631578947368,0.6493399339933993,0.4142105263157895,0.5057840616966581,131,28454.0
66,4000,SybilRGCN_L2_noDropout,43,0.58657525,0.5073684210526316,0.5141129032258065,0.26842105263157895,0.35269709543568467,580,10698.0
67,4000,SybilGAT_L2,43,0.728356,0.5284210526315789,0.8,0.07578947368421053,0.13846153846153847,148,2693.0
68,4000,SybilGAT_L4,43,0.738567,0.6213157894736843,0.7454739084132055,0.3684210526315789,0.49313138429024306,212,1445.0
69,4000,SybilGAT_L8,43,0.7128435,0.6136842105263158,0.6690140845070423,0.45,0.5380742605412209,295,1835.0
70,4000,SybilRank,44,0.757462,0.7015789473684211,0.6992715920915713,0.7073684210526315,0.7032967032967034,225,
71,4000,SybilBelief,44,0.5113725,0.5,0.5,1.0,0.6666666666666666,251,
72,4000,SybilSCAR,44,0.66460775,0.6086842105263158,0.6069394096323149,0.6168421052631579,0.6118506917253981,193,
73,4000,SybilGCN_L2_noDropout,44,0.744603125,0.5018421052631579,0.8888888888888888,0.004210526315789474,0.008381351492928235,117,10775.0
74,4000,SybilGCN_L4_noDropout,44,0.757802375,0.613421052631579,0.7846763540290621,0.3126315789473684,0.4471208129469326,122,16616.0
75,4000,SybilGCN_L8_noDropout,44,0.377824125,0.5,inf,0.0,0.0,138,436.0
76,4000,SybilRGCN_L2_noDropout,44,0.570706625,0.5055263157894737,0.5187165775401069,0.1531578947368421,0.23648923201950425,542,11193.0
77,4000,SybilGAT_L2,44,0.7420194999999999,0.5297368421052632,0.8509316770186336,0.07210526315789474,0.13294517224648228,124,1900.0
78,4000,SybilGAT_L4,44,0.774405625,0.6781578947368421,0.6511835640911121,0.7673684210526316,0.7045179995167915,179,2547.0
79,4000,SybilGAT_L8,44,0.760002125,0.6823684210526316,0.6724738675958188,0.7110526315789474,0.6912253773343566,260,2620.0
80,4000,SybilRank,45,0.69696475,0.6405263157894737,0.6394984326018809,0.6442105263157895,0.6418458311484007,225,
81,4000,SybilBelief,45,0.51058275,0.5,0.5,1.0,0.6666666666666666,203,
82,4000,SybilSCAR,45,0.66723425,0.5394736842105263,0.5231196054254007,0.8931578947368422,0.6597978227060654,178,
83,4000,SybilGCN_L2_noDropout,45,0.725642375,0.53,0.9130434782608695,0.06631578947368422,0.12365063788027478,166,10002.0
84,4000,SybilGCN_L4_noDropout,45,0.7139855,0.6094736842105263,0.7285714285714285,0.3489473684210526,0.4718861209964413,104,15348.0
85,4000,SybilGCN_L8_noDropout,45,0.5732003750000001,0.5271052631578947,0.5312310491206792,0.4610526315789474,0.49366018596787825,122,27195.0
86,4000,SybilRGCN_L2_noDropout,45,0.571196375,0.5007894736842106,0.5052631578947369,0.07578947368421053,0.13180778032036614,540,10084.0
87,4000,SybilGAT_L2,45,0.7328932499999999,0.5192105263157895,0.974025974025974,0.039473684210526314,0.07587253414264036,124,1940.0
88,4000,SybilGAT_L4,45,0.7398865,0.6010526315789474,0.8086816720257235,0.26473684210526316,0.39888977002379067,183,3154.0
89,4000,SybilGAT_L8,45,0.71491525,0.6360526315789473,0.6704021094264997,0.5352631578947369,0.5952589991220368,281,6275.0
90,4000,SybilRank,46,0.711038,0.65,0.6482830385015609,0.6557894736842105,0.652014652014652,225,
91,4000,SybilBelief,46,0.515535625,0.5,inf,0.0,0.0,212,
92,4000,SybilSCAR,46,0.666272,0.5623684210526316,0.632996632996633,0.2968421052631579,0.4041562164098889,89,
93,4000,SybilGCN_L2_noDropout,46,0.7266185,0.5089473684210526,0.9722222222222222,0.018421052631578946,0.03615702479338843,103,9626.0
94,4000,SybilGCN_L4_noDropout,46,0.730086,0.6052631578947368,0.7145922746781116,0.3505263157894737,0.4703389830508475,107,15975.0
95,4000,SybilGCN_L8_noDropout,46,0.6738305,0.588421052631579,0.6481481481481481,0.3868421052631579,0.48450889914304546,127,30285.0
96,4000,SybilRGCN_L2_noDropout,46,0.6974465000000001,0.5776315789473684,0.7245053272450532,0.2505263157894737,0.37231130230739146,534,10711.0
97,4000,SybilGAT_L2,46,0.7395130000000001,0.5786842105263158,0.7693693693693694,0.22473684210526315,0.3478615071283096,124,3091.0
98,4000,SybilGAT_L4,46,0.7541576249999999,0.638421052631579,0.711755233494364,0.4652631578947368,0.5626989178866963,166,1739.0
99,4000,SybilGAT_L8,46,0.7397707500000001,0.6657894736842105,0.6623711340206185,0.6763157894736842,0.6692708333333334,298,4085.0
100,8000,SybilRank,42,0.642008625,0.5977631578947369,0.5970227213371637,0.6015789473684211,0.5992921745969327,488,
101,8000,SybilBelief,42,0.5113063125,0.5,0.5,1.0,0.6666666666666666,411,
102,8000,SybilSCAR,42,0.6785453124999999,0.5551315789473684,0.5348295926849543,0.8465789473684211,0.6555272542027509,174,
103,8000,SybilGCN_L2_noDropout,42,0.7392013125,0.515921052631579,0.9290780141843972,0.034473684210526316,0.06648058868307537,196,10443.0
104,8000,SybilGCN_L4_noDropout,42,0.7488205625,0.6142105263157894,0.7646341463414634,0.33,0.4610294117647059,212,16378.0
105,8000,SybilGCN_L8_noDropout,42,0.6972102812500001,0.6230263157894737,0.6385185185185185,0.5671052631578948,0.6006968641114983,233,27786.0
106,8000,SybilRGCN_L2_noDropout,42,0.5548036875,0.4701315789473684,0.41561338289962824,0.14710526315789474,0.2172983479105928,1064,10539.0
107,8000,SybilGAT_L2,42,0.75157440625,0.5438157894736843,0.8627450980392157,0.10421052631578948,0.1859591453392815,237,2140.0
108,8000,SybilGAT_L4,42,0.7714407812499999,0.6480263157894737,0.5981846744632571,0.9018421052631579,0.719277993493546,328,2421.0
109,8000,SybilGAT_L8,42,0.7553160625,0.6751315789473684,0.7011181625868843,0.6105263157894737,0.6526937684625123,486,1660.0
110,8000,SybilRank,43,0.6165894375,0.5780263157894737,0.5773142112125162,0.5826315789473684,0.5799607072691552,475,
111,8000,SybilBelief,43,0.5139764375,0.5,inf,0.0,0.0,413,
112,8000,SybilSCAR,43,0.6552197500000001,0.5301315789473684,0.5888285492629945,0.19973684210526316,0.2982904303399489,281,
113,8000,SybilGCN_L2_noDropout,43,0.7191651875,0.5298684210526315,0.8309037900874635,0.075,0.13758146270818247,235,9076.0
114,8000,SybilGCN_L4_noDropout,43,0.72638159375,0.6388157894736842,0.6387062845122272,0.6392105263157895,0.638958305931869,213,15421.0
115,8000,SybilGCN_L8_noDropout,43,0.6401558125,0.5796052631578947,0.585379621789444,0.5457894736842105,0.5648917336238595,231,28796.0
116,8000,SybilRGCN_L2_noDropout,43,0.6197637812500001,0.5,0.5,0.11789473684210526,0.19080068143100512,1053,10446.0
117,8000,SybilGAT_L2,43,0.7300104062499999,0.5276315789473685,0.7932960893854749,0.07473684210526316,0.13660413660413662,232,2661.0
118,8000,SybilGAT_L4,43,0.748788875,0.6527631578947368,0.7090385307886208,0.5181578947368422,0.5987532309563631,323,1547.0
119,8000,SybilGAT_L8,43,0.73864421875,0.6486842105263158,0.7119279819954989,0.4994736842105263,0.5870708320445407,464,5352.0
120,8000,SybilRank,44,0.6212675624999999,0.5822368421052632,0.5811899194595999,0.5886842105263158,0.5849130605307883,477,
121,8000,SybilBelief,44,0.513435625,0.5,0.5,1.0,0.6666666666666666,473,
122,8000,SybilSCAR,44,0.6688935625,0.5607894736842105,0.5418175235336713,0.7876315789473685,0.641999141999142,299,
123,8000,SybilGCN_L2_noDropout,44,0.72943809375,0.5039473684210526,1.0,0.007894736842105263,0.015665796344647518,237,9949.0
124,8000,SybilGCN_L4_noDropout,44,0.73190325,0.6435526315789474,0.7177644710578842,0.4731578947368421,0.5703409992069786,236,16032.0
125,8000,SybilGCN_L8_noDropout,44,0.47708696875,0.5,inf,0.0,0.0,237,452.0
126,8000,SybilRGCN_L2_noDropout,44,0.62771209375,0.47421052631578947,0.435611038107753,0.1744736842105263,0.2491544532130778,1054,10298.0
127,8000,SybilGAT_L2,44,0.7362119375,0.5688157894736842,0.8272841051314143,0.17394736842105263,0.28745379430310936,238,1600.0
128,8000,SybilGAT_L4,44,0.75047528125,0.6192105263157894,0.8024032042723631,0.3163157894736842,0.45375613439033596,360,1540.0
129,8000,SybilGAT_L8,44,0.69802446875,0.6138157894736842,0.739612188365651,0.3513157894736842,0.47636039250669043,563,1025.0
130,8000,SybilRank,45,0.6197875625,0.5751315789473684,0.5743683250846575,0.5802631578947368,0.57730069380809,468,
131,8000,SybilBelief,45,0.51376175,0.5,inf,0.0,0.0,315,
132,8000,SybilSCAR,45,0.6908524375,0.5128947368421053,0.75,0.038684210526315786,0.07357357357357357,165,
133,8000,SybilGCN_L2_noDropout,45,0.7376768125000001,0.5223684210526316,0.9009433962264151,0.05026315789473684,0.09521435692921236,194,145006.0
134,8000,SybilGCN_L4_noDropout,45,0.7251275625,0.5957894736842105,0.733632862644416,0.30078947368421055,0.42665173572228443,199,25826.0
135,8000,SybilGCN_L8_noDropout,45,0.5814355625,0.5476315789473685,0.5734577922077922,0.3718421052631579,0.4511494252873563,268,90332.0
136,8000,SybilRGCN_L2_noDropout,45,0.53097015625,0.4446052631578947,0.3503909026297086,0.12973684210526315,0.18936047628192818,3074,289252.0
137,8000,SybilGAT_L2,45,0.74733375,0.5043421052631579,0.9714285714285714,0.008947368421052631,0.01773142112125163,235,27825.0
138,8000,SybilGAT_L4,45,0.7657406562500001,0.6022368421052632,0.8018648018648019,0.27157894736842103,0.4057401218793002,326,3330.0
139,8000,SybilGAT_L8,45,0.7408791874999999,0.6326315789473684,0.6970289288506646,0.46921052631578947,0.5608681975463983,515,26906.0
140,8000,SybilRank,46,0.6316465625000001,0.5906578947368422,0.5899243017488907,0.5947368421052631,0.5923207967500983,472,
141,8000,SybilBelief,46,0.5108345624999999,0.5,inf,0.0,0.0,401,
142,8000,SybilSCAR,46,0.6746809375,0.5927631578947369,0.6396039603960396,0.425,0.5106719367588933,169,
143,8000,SybilGCN_L2_noDropout,46,0.73813009375,0.5382894736842105,0.875968992248062,0.08921052631578948,0.1619297826606162,189,20298.0
144,8000,SybilGCN_L4_noDropout,46,0.7373455625,0.6139473684210527,0.7553066037735849,0.33710526315789474,0.4661572052401747,208,18368.0
145,8000,SybilGCN_L8_noDropout,46,0.7437019687499999,0.6623684210526316,0.6969987228607918,0.5744736842105264,0.6298326601269475,321,93583.0
146,8000,SybilRGCN_L2_noDropout,46,0.5417704375,0.45526315789473687,0.3608837970540098,0.11605263157894737,0.17562724014336917,26220,11070.0
147,8000,SybilGAT_L2,46,0.7349059999999998,0.6434210526315789,0.6870281400137268,0.5268421052631579,0.5963658028001192,257,3040.0
148,8000,SybilGAT_L4,46,0.7628841874999999,0.6532894736842105,0.744030163385002,0.4673684210526316,0.574106998545337,319,2838.0
149,8000,SybilGAT_L8,46,0.747387375,0.6728947368421052,0.6901041666666666,0.6276315789473684,0.6573869900771775,479,3331.0
150,16000,SybilRank,42,0.7006310000000001,0.6467105263157895,0.6450689565443664,0.6523684210526316,0.6486981551746697,1029,
151,16000,SybilBelief,42,0.51210590625,0.5,0.5,1.0,0.6666666666666666,58254,
152,16000,SybilSCAR,42,0.65633096875,0.5697368421052632,0.5503419452887538,0.7623684210526316,0.6392321270962048,534,
153,16000,SybilGCN_L2_noDropout,42,0.7248235000000001,0.5349342105263157,0.8382165605095542,0.08657894736842105,0.1569469290399523,390,13758.0
154,16000,SybilGCN_L4_noDropout,42,0.7264368828125,0.6380263157894737,0.6227187646233037,0.7003947368421053,0.6592766906118405,446,1030704.0
155,16000,SybilGCN_L8_noDropout,42,0.7115931406249999,0.6252631578947369,0.6647058823529411,0.5055263157894737,0.5742899850523169,475,211875.0
156,16000,SybilRGCN_L2_noDropout,42,0.5720499765625,0.4778289473684211,0.44171566931857487,0.1680263157894737,0.24344676389286055,2111,355737.0
157,16000,SybilGAT_L2,42,0.737849796875,0.5529605263157895,0.7979274611398963,0.1418421052631579,0.24086694224109037,470,2442.0
158,16000,SybilGAT_L4,42,0.7432775625,0.6521710526315789,0.6225495390484264,0.7730263157894737,0.6896754123378529,678,559.0
159,16000,SybilGAT_L8,42,0.73135896875,0.6563815789473684,0.64685530705548,0.6888157894736842,0.667176448097878,1075,1267.0
160,16000,SybilRank,43,0.7264221562500001,0.665921052631579,0.6641499609476699,0.6713157894736842,0.6677136500458055,1096,
161,16000,SybilBelief,43,0.5142281875,0.5,0.5,1.0,0.6666666666666666,951,
162,16000,SybilSCAR,43,0.664100921875,0.5583552631578947,0.539665503979966,0.7939473684210526,0.6425642937010809,604,
163,16000,SybilGCN_L2_noDropout,43,0.7269280859375,0.5221052631578947,0.8943661971830986,0.05013157894736842,0.09494144031896337,408,11779.0
164,16000,SybilGCN_L4_noDropout,43,0.7325880234375,0.6436842105263157,0.6616341030195382,0.5881578947368421,0.6227361382000557,438,19124.0
165,16000,SybilGCN_L8_noDropout,43,0.7097876093750001,0.6323684210526316,0.6354334948842219,0.6210526315789474,0.628160766569071,494,34464.0
166,16000,SybilRGCN_L2_noDropout,43,0.60403153125,0.5065131578947368,0.541913632514818,0.08421052631578947,0.14576927457009453,2210,12667.0
167,16000,SybilGAT_L2,43,0.7301100937499999,0.5515131578947369,0.7915115413253909,0.1398684210526316,0.23772783182377277,496,2037.0
168,16000,SybilGAT_L4,43,0.758292421875,0.6532894736842105,0.7313343923749007,0.48460526315789476,0.582937638493194,640,2821.0
169,16000,SybilGAT_L8,43,0.74018725,0.6622368421052631,0.705363091272485,0.5572368421052631,0.6226109967656571,970,982.0
170,16000,SybilRank,44,0.7022039687499999,0.6509868421052631,0.6492003640618905,0.6569736842105263,0.6530638937937349,1099,
171,16000,SybilBelief,44,0.510160546875,0.5,0.5,1.0,0.6666666666666666,1213,
172,16000,SybilSCAR,44,0.642813859375,0.5806578947368422,0.5654355251921435,0.6969736842105263,0.6243517208863744,614,
173,16000,SybilGCN_L2_noDropout,44,0.723751921875,0.5234210526315789,0.8503937007874016,0.056842105263157895,0.10656142081894425,409,10874.0
174,16000,SybilGCN_L4_noDropout,44,0.7249800390624999,0.6371052631578947,0.6736087970676441,0.5319736842105263,0.5944714012645199,443,18203.0
175,16000,SybilGCN_L8_noDropout,44,0.499812515625,0.5,inf,0.0,0.0,496,524.0
176,16000,SybilRGCN_L2_noDropout,44,0.6341806953125,0.5202631578947369,0.625,0.1013157894736842,0.1743659420289855,2227,12005.0
177,16000,SybilGAT_L2,44,0.7343756328125001,0.5414473684210527,0.8194726166328601,0.10631578947368421,0.1882133706033077,500,2200.0
178,16000,SybilGAT_L4,44,0.7479990859375001,0.6613815789473684,0.6491910959737258,0.7022368421052632,0.6746729031034701,669,2547.0
179,16000,SybilGAT_L8,44,0.7328475078125001,0.6511184210526316,0.6303780224770121,0.7306578947368421,0.676823694314096,1000,2740.0
180,16000,SybilRank,45,0.698132265625,0.6394078947368421,0.6377226049655531,0.6455263157894737,0.641600732361211,1161,
181,16000,SybilBelief,45,0.515353171875,0.5,0.5,1.0,0.6666666666666666,1294,
182,16000,SybilSCAR,45,0.6477156093750001,0.5926973684210526,0.5843611543527721,0.6421052631578947,0.6118738637076045,600,
183,16000,SybilGCN_L2_noDropout,45,0.7197294062500001,0.5239473684210526,0.8625498007968128,0.056973684210526315,0.10688718834855591,416,11557.0
184,16000,SybilGCN_L4_noDropout,45,0.709746171875,0.6244736842105263,0.6689285714285714,0.4928947368421053,0.5675757575757576,435,19093.0
185,16000,SybilGCN_L8_noDropout,45,0.68196375,0.6048684210526316,0.5813929738562091,0.7490789473684211,0.6546688132474701,495,34779.0
186,16000,SybilRGCN_L2_noDropout,45,0.599992734375,0.49532894736842104,0.48185998978027594,0.12407894736842105,0.19734226221617662,2177,12735.0
187,16000,SybilGAT_L2,45,0.7287075078125,0.5105263157894737,0.925531914893617,0.022894736842105263,0.04468412942989214,485,2713.0
188,16000,SybilGAT_L4,45,0.7385764531250001,0.6521710526315789,0.6303098591549295,0.7360526315789474,0.6790895295902883,638,2126.0
189,16000,SybilGAT_L8,45,0.710159875,0.6333552631578947,0.6181097774152197,0.6978947368421052,0.6555837092886719,954,6462.0
190,16000,SybilRank,46,0.7142151093750001,0.6583552631578947,0.6564816018723183,0.6643421052631578,0.6603884638022366,1090,
191,16000,SybilBelief,46,0.510800421875,0.5,0.5,1.0,0.6666666666666666,868,
192,16000,SybilSCAR,46,0.6669854531249999,0.5542105263157895,0.5357887421820708,0.8115789473684211,0.6454583507743826,608,
193,16000,SybilGCN_L2_noDropout,46,0.7315123046875001,0.57875,0.7821782178217822,0.21828947368421053,0.34132290916572366,403,11544.0
194,16000,SybilGCN_L4_noDropout,46,0.7295715,0.6398684210526315,0.6187709497206704,0.7286842105263158,0.6692447129909366,467,19411.0
195,16000,SybilGCN_L8_noDropout,46,0.7067234062500001,0.6296052631578948,0.6412794033275961,0.5882894736842105,0.6136426022508922,474,34750.0
196,16000,SybilRGCN_L2_noDropout,46,0.5608808437499999,0.4974342105263158,0.4940348730498623,0.2125,0.2971754531235624,2167,13219.0
197,16000,SybilGAT_L2,46,0.7342638359375,0.6321052631578947,0.7043973941368078,0.45526315789473687,0.55306905370844,477,2708.0
198,16000,SybilGAT_L4,46,0.7621694375000001,0.6706578947368421,0.6563027235478428,0.7165789473684211,0.6851176248584727,675,1895.0
199,16000,SybilGAT_L8,46,0.7467355156250001,0.6632236842105264,0.6498007487018476,0.7080263157894737,0.677665134437378,980,6590.0
200,32000,SybilRank,42,0.6305955117187501,0.5930263157894737,0.5921052631578947,0.5980263157894737,0.5950510604870385,2386,
201,32000,SybilBelief,42,0.51375238671875,0.5,0.5,1.0,0.6666666666666666,2661,
202,32000,SybilSCAR,42,0.6623672226562499,0.5955263157894737,0.5791280653950953,0.6991447368421052,0.6335022354694486,1327,
203,32000,SybilGCN_L2_noDropout,42,0.7227953046875,0.5516447368421052,0.804972804972805,0.13631578947368422,0.23314954427815912,827,11936.0
204,32000,SybilGCN_L4_noDropout,42,0.72330484375,0.6384868421052632,0.6515260581629715,0.5954605263157895,0.62223291626564,883,20051.0
205,32000,SybilGCN_L8_noDropout,42,0.6629194218749999,0.5988157894736842,0.5967035797064125,0.6097368421052631,0.6031498112716387,967,36439.0
206,32000,SybilRGCN_L2_noDropout,42,0.560880986328125,0.46536184210526316,0.41316180108857004,0.16480263157894737,0.2356205615388233,4378,12838.0
207,32000,SybilGAT_L2,42,0.7424905878906249,0.6485197368421053,0.6942603906720592,0.5307894736842105,0.6016181350434361,937,2678.0
208,32000,SybilGAT_L4,42,0.755348064453125,0.6673026315789473,0.6738209159261791,0.6485526315789474,0.6609453570231311,1244,2679.0
209,32000,SybilGAT_L8,42,0.7421569589843751,0.655,0.6244059562783821,0.7779605263157895,0.692776378229539,2019,7170.0
210,32000,SybilRank,43,0.65586222265625,0.609703947368421,0.6083566183637663,0.6159210526315789,0.6121154663441106,2335,
211,32000,SybilBelief,43,0.513260205078125,0.5,inf,0.0,0.0,1950,
212,32000,SybilSCAR,43,0.659333515625,0.5480592105263158,0.5973091781004396,0.295,0.3949442903069538,1450,
213,32000,SybilGCN_L2_noDropout,43,0.7267482929687501,0.5593092105263158,0.7945115975171513,0.16,0.2663600021904605,815,12156.0
214,32000,SybilGCN_L4_noDropout,43,0.7354998105468751,0.6465460526315789,0.6696884284299536,0.5783552631578948,0.6206799166872595,879,20569.0
215,32000,SybilGCN_L8_noDropout,43,0.619744083984375,0.5649013157894737,0.5652231404958677,0.5624342105263158,0.5638252267106348,959,36692.0
